"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,25.9930853616569,8.66436178721896,26.5923407133137,4.76351042423889e-10,7.01188734447964e-07,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"2","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,89.3488378719584,29.7829459573195,23.6212169342185,2.47253662108367e-09,1.81978695311758e-06,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"3","SCARF1","OID20297","Q14162","Cardiometabolic","Timepoint",3,16.2663144778943,5.42210482596478,20.3029789801432,1.81354208449982e-08,8.89844649461243e-06,"Significant","Tissue enhanced: lymphoid tissue","Scavenger receptor class F member 1","Tissue_enhanced_lymphoid_tissue"
"4","TNFRSF9","OID20985","Q07011","Neurology","Timepoint",3,20.7112075920882,6.90373586402941,18.8420994310065,4.62339849921687e-08,1.70141064771181e-05,"Significant","Tissue enriched: lymphoid tissue","Tumor necrosis factor receptor superfamily member 9","Tissue_enriched_lymphoid_tissue"
"5","CCL14","OID20401","Q16627","Cardiometabolic","Timepoint",3,11.5112686508363,3.83708955027878,13.9627243160726,1.4372274154217e-06,0.000289472222370722,"Significant","Tissue enhanced: lymphoid tissue","C-C motif chemokine 14","Tissue_enhanced_lymphoid_tissue"
"6","NRP1","OID20390","O14786","Cardiometabolic","Timepoint",3,3.09047996071468,1.0301599869049,13.8439766867631,1.57321859984088e-06,0.000289472222370722,"Significant","Low tissue specificity","Neuropilin-1","Low_tissue_specificity"
"7","PI3","OID20326","P19957","Cardiometabolic","Timepoint",3,22.6425193432413,7.5475064477471,13.9152998545532,1.49000520488183e-06,0.000289472222370722,"Significant","Group enriched: esophagus, lymphoid tissue, vagina","Elafin","Group_enriched_esophagus_lymphoid_tissue_vagina"
"8","RELT","OID21142","Q969Z4","Neurology","Timepoint",3,19.5127232240098,6.50424107466993,14.3928844516611,1.03889396503329e-06,0.000289472222370722,"Significant","Tissue enriched: bone marrow","Tumor necrosis factor receptor superfamily member 19L","Tissue_enriched_bone_marrow"
"9","PRSS8","OID20763","Q16651","Inflammation","Timepoint",3,14.2437115671765,4.74790385572549,13.5267075373583,2.00657347644387e-06,0.00032818623970282,"Significant","Tissue enhanced: salivary gland","Prostasin","Tissue_enhanced_salivary_gland"
"10","MARCO","OID20210","Q9UEW3","Cardiometabolic","Timepoint",3,6.24509822288135,2.08169940762712,13.2780998061367,2.43242499017094e-06,0.000358052958553162,"Significant","Tissue enhanced: liver, lung, lymphoid tissue","Macrophage receptor MARCO","Tissue_enhanced_liver_lung_lymphoid_tissue"
