"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,102.098981777182,34.0329939257273,26.144840298685,9.12676368040514e-11,1.34345961375564e-07,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"2","TNFSF12","OID20624","O43508","Inflammation","Timepoint",3,13.556720011498,4.51890667049933,22.7089867253179,8.46209978794158e-10,6.228105443925e-07,"Significant","Low tissue specificity","Tumor necrosis factor ligand superfamily member 12","Low_tissue_specificity"
"3","NEFL","OID20871","P07196","Neurology","Timepoint",3,74.2737797380662,24.7579265793554,21.2623592162585,2.28123047679083e-09,1.11932375394537e-06,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"4","FGFBP1","OID21507","Q14512","Oncology","Timepoint",3,54.071999666586,18.023999888862,20.2284029994375,4.7350565336039e-09,1.74250080436624e-06,"Significant","Tissue enhanced: esophagus, vagina","Fibroblast growth factor-binding protein 1","Tissue_enhanced_esophagus_vagina"
"5","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,13.6505689756251,4.5501896585417,18.1991575005152,2.09924689183288e-08,6.180182849556e-06,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"6","SPON1","OID20759","Q9HCB6","Inflammation","Timepoint",3,26.1809551938756,8.7269850646252,17.2502778883041,4.32781584409195e-08,1.06175748708389e-05,"Significant","Tissue enhanced: gallbladder","Spondin-1","Tissue_enhanced_gallbladder"
"7","CCL28","OID20569","Q9NRJ3","Inflammation","Timepoint",3,12.3577042029665,4.11923473432217,16.3298675929937,8.88598768737649e-08,1.86859626797403e-05,"Significant","Tissue enriched: salivary gland","C-C motif chemokine 28","Tissue_enriched_salivary_gland"
"8","IFNL1","OID20795","Q8IU54","Neurology","Timepoint",3,37.0864630072637,12.3621543357546,16.0660773419029,1.09570137060035e-07,2.01609052190465e-05,"Significant","Not detected","Interferon lambda-1","Not_detected"
"9","PRSS8","OID20763","Q16651","Inflammation","Timepoint",3,11.0431794836345,3.68105982787818,15.6028314175485,1.58881784453553e-07,2.5985998523959e-05,"Significant","Tissue enhanced: salivary gland","Prostasin","Tissue_enhanced_salivary_gland"
"10","PTK7","OID20880","Q13308","Neurology","Timepoint",3,22.0437216571491,7.3479072190497,14.6903699288225,3.35029725730067e-07,4.93163756274659e-05,"Significant","Low tissue specificity","Inactive tyrosine-protein kinase 7","Low_tissue_specificity"
"11","MSLN","OID21380","Q13421","Oncology","Timepoint",3,23.7590153468508,7.9196717822836,13.5875991610245,8.47252023289526e-07,0.00011337772529838,"Significant","Group enriched: fallopian tube, lung","Mesothelin","Group_enriched_fallopian_tube_lung"
"12","RSPO1","OID20938","Q2MKA7","Neurology","Timepoint",3,45.0210673437062,15.0070224479021,13.485672310853,9.24496087082097e-07,0.000113404853348737,"Significant","Tissue enhanced: cervix, endometrium 1","R-spondin-1","Tissue_enhanced_cervix_endometrium_1"
"13","CCL14","OID20401","Q16627","Cardiometabolic","Timepoint",3,7.96548027562237,2.65516009187412,13.3418621891135,1.04606789030134e-06,0.000118447071886429,"Significant","Tissue enhanced: lymphoid tissue","C-C motif chemokine 14","Tissue_enhanced_lymphoid_tissue"
"14","ADAMTS8","OID21502","Q9UP79","Oncology","Timepoint",3,4.74191335424721,1.58063778474907,12.7904861572124,1.68804888306256e-06,0.000155300497241756,"Significant","Tissue enhanced: lung","A disintegrin and metalloproteinase with thrombospondin motifs 8","Tissue_enhanced_lung"
"15","FCRL5","OID21111","Q96RD9","Neurology","Timepoint",3,25.6570034523539,8.55233448411795,12.805253725027,1.66638238589352e-06,0.000155300497241756,"Significant","Tissue enriched: lymphoid tissue","Fc receptor-like protein 5","Tissue_enriched_lymphoid_tissue"
"16","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,140.708215472482,46.9027384908272,12.8251707668396,1.63761519474227e-06,0.000155300497241756,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"17","CA6","OID21096","P23280","Neurology","Timepoint",3,9.77619694423248,3.25873231474416,12.5519187386656,2.08142491029256e-06,0.000177986515420814,"Significant","Tissue enriched: salivary gland","Carbonic anhydrase 6","Tissue_enriched_salivary_gland"
"18","REG3A","OID20258","Q06141","Cardiometabolic","Timepoint",3,56.7750846832547,18.9250282277516,12.5012873551927,2.1764655418306e-06,0.000177986515420814,"Significant","Group enriched: intestine, pancreas","Regenerating islet-derived protein 3-alpha","Group_enriched_intestine_pancreas"
"19","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,15.9155529713242,5.30518432377475,12.3934657311732,2.39410715078326e-06,0.000185480301365945,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"20","MMP7","OID20087","P09237","Cardiometabolic","Timepoint",3,14.6735373465573,4.8911791155191,12.3226932670527,2.54908979646245e-06,0.000187613009019636,"Significant","Tissue enhanced: gallbladder, salivary gland, urinary bladder","Matrilysin","Tissue_enhanced_gallbladder_salivary_gland_urinary_bladder"
