"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","PADI2","OID20467","Q9Y2J8","Inflammation","Timepoint",3,20.2087059745725,6.7362353248575,27.3270502941568,1.36536199346142e-09,2.00981285437521e-06,"Significant","Tissue enhanced: brain, skeletal muscle, tongue","Protein-arginine deiminase type-2","Tissue_enhanced_brain_skeletal_muscle_tongue"
"2","PCOLCE","OID20384","Q15113","Cardiometabolic","Timepoint",3,9.72939136933442,3.24313045644481,16.3061829076873,5.7068391966884e-07,0.000315239134206821,"Significant","Low tissue specificity","Procollagen C-endopeptidase enhancer 1","Low_tissue_specificity"
"3","TNFRSF9","OID20985","Q07011","Neurology","Timepoint",3,18.7028259245455,6.23427530818182,16.1226224107979,6.42471061562815e-07,0.000315239134206821,"Significant","Tissue enriched: lymphoid tissue","Tumor necrosis factor receptor superfamily member 9","Tissue_enriched_lymphoid_tissue"
"4","ANGPTL1","OID20211","O95841","Cardiometabolic","Timepoint",3,8.83391493162879,2.94463831054293,15.0785242513492,1.27854599437857e-06,0.00037640394074505,"Significant","Tissue enhanced: placenta","Angiopoietin-related protein 1","Tissue_enhanced_placenta"
"5","VAMP5","OID20071","O95183","Cardiometabolic","Timepoint",3,15.1733598128193,5.05778660427309,15.1161038025298,1.24673089224202e-06,0.00037640394074505,"Significant","Low tissue specificity","Vesicle-associated membrane protein 5","Low_tissue_specificity"
"6","DPP10","OID20527","Q8N608","Inflammation","Timepoint",3,10.0133033519318,3.33776778397727,14.5029041467375,1.88865209431693e-06,0.000397156554690646,"Significant","Tissue enhanced: adrenal gland, brain, pancreas","Inactive dipeptidyl peptidase 10","Tissue_enhanced_adrenal_gland_brain_pancreas"
"7","IFNL1","OID20795","Q8IU54","Neurology","Timepoint",3,30.7885984596591,10.2628661532197,14.6765932060696,1.67750924166628e-06,0.000397156554690646,"Significant","Not detected","Interferon lambda-1","Not_detected"
"8","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,7.63280180809525,2.54426726936508,12.7082513599113,6.72119868537108e-06,0.00115317134290065,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"9","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,12.906872845,4.30229094833333,12.6428675849213,7.050640004148e-06,0.00115317134290065,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"10","PIK3IP1","OID21094","Q96FE7","Neurology","Timepoint",3,9.24137077002706,3.08045692334235,11.8283771320505,1.2926526743344e-05,0.00175878770443983,"Significant","Low tissue specificity","Phosphoinositide-3-kinase-interacting protein 1","Low_tissue_specificity"
"11","SPINT2","OID20720","O43291","Inflammation","Timepoint",3,5.53368564264611,1.84456188088204,11.8064044539091,1.31431146391564e-05,0.00175878770443983,"Significant","Low tissue specificity","Kunitz-type protease inhibitor 2","Low_tissue_specificity"
"12","TNFRSF11A","OID20646","Q9Y6Q6","Inflammation","Timepoint",3,16.2892558055249,5.42975193517497,11.3692698792572,1.83466271594215e-05,0.00225051959822237,"Significant","Tissue enhanced: intestine, salivary gland","Tumor necrosis factor receptor superfamily member 11A","Tissue_enhanced_intestine_salivary_gland"
"13","APOH","OID21072","P02749","Neurology","Timepoint",3,5.26797032984849,1.7559901099495,11.0547334804816,2.34065297923272e-05,0.00246102941816469,"Significant","Tissue enriched: liver","Beta-2-glycoprotein 1","Tissue_enriched_liver"
"14","TNFSF13B","OID20272","Q9Y275","Cardiometabolic","Timepoint",3,10.6754372308496,3.55847907694986,11.0819367580185,2.29158638953945e-05,0.00246102941816469,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor ligand superfamily member 13B","Tissue_enhanced_lymphoid_tissue"
"15","CCL4","OID20695","P13236","Inflammation","Timepoint",3,14.1268825251082,4.70896084170275,10.8276403191038,2.7959910007107e-05,0.00274379916869743,"Significant","Tissue enhanced: bone marrow","C-C motif chemokine 4","Tissue_enhanced_bone_marrow"
"16","PDCD1","OID21396","Q15116","Oncology","Timepoint",3,5.59223418238637,1.86407806079546,10.6040374401146,3.33608748854103e-05,0.00306920048945775,"Significant","Tissue enhanced: lymphoid tissue","Programmed cell death protein 1","Tissue_enhanced_lymphoid_tissue"
"17","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,37.4677010857197,12.4892336952399,10.4679462938037,3.71757764188497e-05,0.00321898487579687,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"18","NEFL","OID20871","P07196","Neurology","Timepoint",3,30.7820139020401,10.26067130068,10.046000583288,5.2205762665721e-05,0.00426927125799674,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"19","CD83","OID20565","Q01151","Inflammation","Timepoint",3,3.25870086058442,1.08623362019481,9.81618862045462,6.29669257963162e-05,0.00472421795340412,"Significant","Tissue enhanced: bone marrow","CD83 antigen","Tissue_enhanced_bone_marrow"
"20","FAS","OID20316","P25445","Cardiometabolic","Timepoint",3,7.08182796048161,2.36060932016054,9.79276505522726,6.41877439321212e-05,0.00472421795340412,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 6","Low_tissue_specificity"
