"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,187.404529847539,62.4681766158464,16.8286173015494,3.38296362662535e-08,2.69337180337972e-05,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"2","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,76.6977097617038,25.5659032539013,16.2486985089943,5.48920883840975e-08,2.69337180337972e-05,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"3","SMOC1","OID21461","Q9H4F8","Oncology","Timepoint",3,96.6757867830296,32.2252622610099,16.4813997224387,4.51639157498391e-08,2.69337180337972e-05,"Significant","Tissue enhanced: brain, liver","SPARC-related modular calcium-binding protein 1","Tissue_enhanced_brain_liver"
"4","DLK1","OID20295","P80370","Cardiometabolic","Timepoint",3,18.9499681122065,6.31665603740216,15.1801145349993,1.36467760522009e-07,3.34800905813995e-05,"Significant","Group enriched: adrenal gland, pituitary gland, placenta","Protein delta homolog 1","Group_enriched_adrenal_gland_pituitary_gland_placenta"
"5","SFRP1","OID20984","Q8N474","Neurology","Timepoint",3,259.549973604005,86.5166578680018,15.2030107328994,1.33795467260335e-07,3.34800905813995e-05,"Significant","Tissue enhanced: breast, choroid plexus","Secreted frizzled-related protein 1","Tissue_enhanced_breast_choroid_plexus"
"6","SPON1","OID20759","Q9HCB6","Inflammation","Timepoint",3,31.0816066045532,10.3605355348511,15.5968962416463,9.5384847288398e-08,3.34800905813995e-05,"Significant","Tissue enhanced: gallbladder","Spondin-1","Tissue_enhanced_gallbladder"
"7","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,13.3658273206847,4.45527577356157,14.4157781664175,2.65883806814182e-07,5.59115662329252e-05,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"8","REG3A","OID20258","Q06141","Cardiometabolic","Timepoint",3,68.8913949065072,22.9637983021691,13.9343288314893,4.07518796266534e-07,7.49834585130423e-05,"Significant","Group enriched: intestine, pancreas","Regenerating islet-derived protein 3-alpha","Group_enriched_intestine_pancreas"
"9","HGF","OID20656","P14210","Inflammation","Timepoint",3,72.7030181303341,24.234339376778,13.3938912604034,6.62473254865858e-07,0.000108351181240283,"Significant","Tissue enriched: placenta","Hepatocyte growth factor","Tissue_enriched_placenta"
"10","GPC1","OID21438","P35052","Oncology","Timepoint",3,15.346059239815,5.11535307993833,13.2445206114449,7.58634133378671e-07,0.00011167094443334,"Significant","Tissue enhanced: skin 1","Glypican-1","Tissue_enhanced_skin_1"
"11","CLSTN2","OID20664","Q9H4D0","Inflammation","Timepoint",3,16.7621757178441,5.58739190594805,13.0331527539137,9.19885915987998e-07,0.000123097460757667,"Significant","Group enriched: adipose tissue, brain, ovary","Calsyntenin-2","Group_enriched_adipose_tissue_brain_ovary"
"12","FAS","OID20316","P25445","Cardiometabolic","Timepoint",3,10.0355504582499,3.3451834860833,12.4764144388962,1.53642393965789e-06,0.000188468003264701,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 6","Low_tissue_specificity"
"13","NEFL","OID20871","P07196","Neurology","Timepoint",3,32.5277551065056,10.8425850355019,11.9908602533849,2.41875485609748e-06,0.000273877472936577,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"14","CCL4","OID20695","P13236","Inflammation","Timepoint",3,17.4747888594579,5.82492961981931,11.7638969550475,2.99655698243694e-06,0.000315066562724798,"Significant","Tissue enhanced: bone marrow","C-C motif chemokine 4","Tissue_enhanced_bone_marrow"
"15","COL6A3","OID20292","P12111","Cardiometabolic","Timepoint",3,39.3382107941933,13.1127369313978,11.4467870795031,4.05125214867744e-06,0.000372715197678324,"Significant","Tissue enhanced: smooth muscle","Collagen alpha-3(VI) chain","Tissue_enhanced_smooth_muscle"
"16","RTN4R","OID21424","Q9BZR6","Oncology","Timepoint",3,7.69246897473372,2.56415632491124,11.4925200381495,3.87819871044616e-06,0.000372715197678324,"Significant","Tissue enhanced: brain, liver","Reticulon-4 receptor","Tissue_enhanced_brain_liver"
"17","APOH","OID21072","P02749","Neurology","Timepoint",3,8.04669937144003,2.68223312381334,11.2333614974253,4.97037127754206e-06,0.000430375677678936,"Significant","Tissue enriched: liver","Beta-2-glycoprotein 1","Tissue_enriched_liver"
"18","DSC2","OID21079","Q02487","Neurology","Timepoint",3,15.6506233747804,5.21687445826012,10.9554466369862,6.49859790364053e-06,0.000522863536825433,"Significant","Tissue enhanced: esophagus, vagina","Desmocollin-2","Tissue_enhanced_esophagus_vagina"
"19","RSPO1","OID20938","Q2MKA7","Neurology","Timepoint",3,48.1652969419368,16.0550989806456,10.8823322247209,6.97592954777364e-06,0.000522863536825433,"Significant","Tissue enhanced: cervix, endometrium 1","R-spondin-1","Tissue_enhanced_cervix_endometrium_1"
"20","TFPI2","OID21512","P48307","Oncology","Timepoint",3,35.8456706644256,11.9485568881419,10.8635723692767,7.10412414164991e-06,0.000522863536825433,"Significant","Tissue enriched: placenta","Tissue factor pathway inhibitor 2","Tissue_enriched_placenta"
