"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,19.3973970685447,6.46579902284823,14.3702326325664,1.26204260244989e-06,0.00185772671080623,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"2","FCER2","OID21133","P06734","Neurology","Timepoint",3,17.2629998681943,5.75433328939809,10.6925939311346,2.23857683930695e-05,0.00470740729637119,"Significant","Tissue enriched: lymphoid tissue","Low affinity immunoglobulin epsilon Fc receptor","Tissue_enriched_lymphoid_tissue"
"3","MARCO","OID20210","Q9UEW3","Cardiometabolic","Timepoint",3,4.69146779466346,1.56382259822115,11.2733434079092,1.3856518028688e-05,0.00470740729637119,"Significant","Tissue enhanced: liver, lung, lymphoid tissue","Macrophage receptor MARCO","Tissue_enhanced_liver_lung_lymphoid_tissue"
"4","PDCD1","OID21396","Q15116","Oncology","Timepoint",3,9.54269028204421,3.1808967606814,10.8467837255088,1.96890517070893e-05,0.00470740729637119,"Significant","Tissue enhanced: lymphoid tissue","Programmed cell death protein 1","Tissue_enhanced_lymphoid_tissue"
"5","PI3","OID20326","P19957","Cardiometabolic","Timepoint",3,22.2314515902774,7.41048386342582,10.8148708517833,2.02179253568133e-05,0.00470740729637119,"Significant","Group enriched: esophagus, lymphoid tissue, vagina","Elafin","Group_enriched_esophagus_lymphoid_tissue_vagina"
"6","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,75.6415731657829,25.2138577219276,11.8499160272819,8.69329734848852e-06,0.00470740729637119,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"7","TNFRSF9","OID20985","Q07011","Neurology","Timepoint",3,16.9984810830204,5.66616036100682,11.6343977037317,1.03364037308623e-05,0.00470740729637119,"Significant","Tissue enriched: lymphoid tissue","Tumor necrosis factor receptor superfamily member 9","Tissue_enriched_lymphoid_tissue"
"8","CRH","OID21257","P06850","Oncology","Timepoint",3,15.1839467802114,5.0613155934038,10.3896361922143,2.88700896398477e-05,0.00531209649373198,"Significant","Tissue enriched: brain","Corticoliberin","Tissue_enriched_brain"
"9","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,10.7147694403428,3.5715898134476,10.0227131854641,3.9441457100583e-05,0.00645086942800647,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"10","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,146.7278261612,48.9092753870665,9.52324054452019,6.07417592681623e-05,0.00812835178570317,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"11","TNFRSF10C","OID20265","O14798","Cardiometabolic","Timepoint",3,7.23068299881519,2.41022766627173,9.62982239840175,5.53562356867177e-05,0.00812835178570317,"Significant","Tissue enhanced: bone marrow, lymphoid tissue","Tumor necrosis factor receptor superfamily member 10C","Tissue_enhanced_bone_marrow_lymphoid_tissue"
