"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","EREG","OID20905","O14944","Neurology","Timepoint",3,7.13790119179738,2.37930039726579,26.5462970648897,8.14799240165153e-06,0.00599692240761553,"Significant","Tissue enriched: bone marrow","Proepiregulin","Tissue_enriched_bone_marrow"
"2","NEFL","OID20871","P07196","Neurology","Timepoint",3,16.8630110893137,5.62100369643791,29.9401837550754,4.16532355499681e-06,0.00599692240761553,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"3","HAVCR1","OID21422","Q96D42","Oncology","Timepoint",3,28.2207608404249,9.40692028014162,19.6622125891755,4.11390086172437e-05,0.0151391551711457,"Significant","Group enriched: intestine, kidney","Hepatitis A virus cellular receptor 1","Group_enriched_intestine_kidney"
"4","NPPB","OID20049","P16860","Cardiometabolic","Timepoint",3,8.18920227375817,2.72973409125272,19.8283170436094,3.93602122871901e-05,0.0151391551711457,"Significant","Tissue enriched: heart muscle","Natriuretic peptides B","Tissue_enriched_heart_muscle"
"5","IL1B","OID20427","P01584","Inflammation","Timepoint",3,7.36253906160131,2.45417968720044,16.9601271740537,8.83725313988363e-05,0.0260168732438174,"Significant","Tissue enhanced: bone marrow, urinary bladder","Interleukin-1 beta","Tissue_enhanced_bone_marrow_urinary_bladder"
"6","CTSF","OID21500","Q9UBX1","Oncology","Timepoint",3,4.02466492915033,1.34155497638344,15.7685458084965,0.00012767297674839,0.030697564110289,"Significant","Low tissue specificity","Cathepsin F","Low_tissue_specificity"
"7","S100A11","OID20130","P31949","Cardiometabolic","Timepoint",3,6.78772979728758,2.26257659909586,15.350964282206,0.000145980264111429,0.030697564110289,"Significant","Tissue enhanced: esophagus","Protein S100-A11","Tissue_enhanced_esophagus"
"8","ACE2","OID20105","Q9BYF1","Cardiometabolic","Timepoint",3,8.40512178970588,2.80170726323529,12.7439056470989,0.000360891030069713,0.0420448489070349,"Significant","Tissue enhanced: gallbladder, intestine, kidney","Angiotensin-converting enzyme 2","Tissue_enhanced_gallbladder_intestine_kidney"
"9","BAG3","OID20972","O95817","Neurology","Timepoint",3,1.47917853637255,0.493059512124183,12.7372760181575,0.000361783158050111,0.0420448489070349,"Significant","Tissue enhanced: brain, skeletal muscle","BAG family molecular chaperone regulator 3","Tissue_enhanced_brain_skeletal_muscle"
"10","CD5","OID21449","P06127","Oncology","Timepoint",3,4.36796657542484,1.45598885847495,13.2030541551701,0.000304846953310117,0.0420448489070349,"Significant","Tissue enhanced: lymphoid tissue","T-cell surface glycoprotein CD5","Tissue_enhanced_lymphoid_tissue"
"11","CRX","OID20070","O43186","Cardiometabolic","Timepoint",3,2.98717390013072,0.995724633376907,12.504421379015,0.000394792111454841,0.0420448489070349,"Significant","Tissue enriched: retina","Cone-rod homeobox protein","Tissue_enriched_retina"
"12","DEFA1_DEFA1B","OID20344","P59665","Cardiometabolic","Timepoint",3,4.51984857179738,1.50661619059913,13.2051833455074,0.000304611531330075,0.0420448489070349,"Significant","Tissue enriched: bone marrow, Tissue enriched: bone marrow","Neutrophil defensin 1","Tissue_enriched_bone_marrow_Tissue_enriched_bone_marrow"
"13","GFOD2","OID21216","Q3B7J2","Oncology","Timepoint",3,1.52425374552288,0.508084581840959,14.0097488342285,0.000228937703427437,0.0420448489070349,"Significant","Low tissue specificity","Glucose-fructose oxidoreductase domain-containing protein 2","Low_tissue_specificity"
"14","VTCN1","OID21164","Q7Z7D3","Oncology","Timepoint",3,1.9195104070915,0.639836802363835,12.4705118590286,0.000399883073844082,0.0420448489070349,"Significant","Tissue enhanced: breast, fallopian tube, pancreas","V-set domain-containing T-cell activation inhibitor 1","Tissue_enhanced_breast_fallopian_tube_pancreas"
