"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,21.6625138422479,7.22083794741595,16.8845180827332,1.26940477546991e-07,0.000186856382949171,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"2","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,88.1477481488119,29.3825827162706,14.6306453006021,6.74762987801874e-07,0.000496625559022179,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"3","MARCO","OID20210","Q9UEW3","Cardiometabolic","Timepoint",3,5.49568621273077,1.83189540424359,11.8157656203495,6.4648940495027e-06,0.00193768878442255,"Significant","Tissue enhanced: liver, lung, lymphoid tissue","Macrophage receptor MARCO","Tissue_enhanced_liver_lung_lymphoid_tissue"
"4","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,171.862309532953,57.2874365109843,11.7944492193813,6.58182331665268e-06,0.00193768878442255,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"5","TNFRSF9","OID20985","Q07011","Neurology","Timepoint",3,18.2840298224914,6.09467660749715,12.0962160216809,5.11281265502879e-06,0.00193768878442255,"Significant","Tissue enriched: lymphoid tissue","Tumor necrosis factor receptor superfamily member 9","Tissue_enriched_lymphoid_tissue"
"6","FCER2","OID21133","P06734","Neurology","Timepoint",3,17.9849259727863,5.9949753242621,11.3765544519324,9.37792014943992e-06,0.00230071640999593,"Significant","Tissue enriched: lymphoid tissue","Low affinity immunoglobulin epsilon Fc receptor","Tissue_enriched_lymphoid_tissue"
"7","XCL1","OID21398","P47992","Oncology","Timepoint",3,16.7740922795299,5.59136409317664,11.1190237998574,1.16939782780279e-05,0.00245907657503673,"Significant","Tissue enhanced: lymphoid tissue","Lymphotactin","Tissue_enhanced_lymphoid_tissue"
"8","CA6","OID21096","P23280","Neurology","Timepoint",3,8.17516556023076,2.72505518674359,10.3075090837418,2.3750556026803e-05,0.00292072346596066,"Significant","Tissue enriched: salivary gland","Carbonic anhydrase 6","Tissue_enriched_salivary_gland"
"9","CCL16","OID20334","O15467","Cardiometabolic","Timepoint",3,28.9130518366453,9.63768394554843,10.3386014724782,2.31058783799004e-05,0.00292072346596066,"Significant","Tissue enriched: liver","C-C motif chemokine 16","Tissue_enriched_liver"
"10","CCL22","OID20765","O00626","Inflammation","Timepoint",3,10.5371192349231,3.51237307830769,10.6278100046191,1.79134707159488e-05,0.00292072346596066,"Significant","Group enriched: intestine, lymphoid tissue, skin 1, urinary bladder","C-C motif chemokine 22","Group_enriched_intestine_lymphoid_tissue_skin_1_urinary_bladder"
"11","CXCL17","OID20622","Q6UXB2","Inflammation","Timepoint",3,13.0637739296966,4.35459130989886,10.2144403258521,2.579443278362e-05,0.00292072346596066,"Significant","Group enriched: esophagus, lung, salivary gland, stomach 1","C-X-C motif chemokine 17","Group_enriched_esophagus_lung_salivary_gland_stomach_1"
"12","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,11.4993890968632,3.83312969895441,10.4786839191417,2.04192318138303e-05,0.00292072346596066,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"13","RELT","OID21142","Q969Z4","Neurology","Timepoint",3,17.484334213,5.82811140433333,10.2152745595543,2.57753216169674e-05,0.00292072346596066,"Significant","Tissue enriched: bone marrow","Tumor necrosis factor receptor superfamily member 19L","Tissue_enriched_bone_marrow"
"14","PI3","OID20326","P19957","Cardiometabolic","Timepoint",3,21.0313517003248,7.01045056677492,9.91970391157651,3.35619719277852e-05,0.00321020116964891,"Significant","Group enriched: esophagus, lymphoid tissue, vagina","Elafin","Group_enriched_esophagus_lymphoid_tissue_vagina"
