"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","DLK1","OID20295","P80370","Cardiometabolic","Timepoint",3,18.777509635173,6.25916987839102,15.1674087187469,1.30483107159621e-07,4.80177834347406e-05,"Significant","Group enriched: adrenal gland, pituitary gland, placenta","Protein delta homolog 1","Group_enriched_adrenal_gland_pituitary_gland_placenta"
"2","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,179.748590279432,59.9161967598108,15.6665781005955,8.47641481647466e-08,4.80177834347406e-05,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"3","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,74.0650587395834,24.6883529131945,15.4775008506455,9.9745814551001e-08,4.80177834347406e-05,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"4","SPON1","OID20759","Q9HCB6","Inflammation","Timepoint",3,30.7686777803286,10.2562259267762,15.5602580870815,9.28786623037608e-08,4.80177834347406e-05,"Significant","Tissue enhanced: gallbladder","Spondin-1","Tissue_enhanced_gallbladder"
"5","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,13.4197207204588,4.47324024015293,14.6764667495027,2.00519490365156e-07,5.72677241499718e-05,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"6","SMOC1","OID21461","Q9H4F8","Oncology","Timepoint",3,90.3835994011974,30.1278664670658,14.5043098929982,2.33428223437385e-07,5.72677241499718e-05,"Significant","Tissue enhanced: brain, liver","SPARC-related modular calcium-binding protein 1","Tissue_enhanced_brain_liver"
"7","SFRP1","OID20984","Q8N474","Neurology","Timepoint",3,244.706535383537,81.5688451278456,13.686949202435,4.84801523882579e-07,0.000101946834736451,"Significant","Tissue enhanced: breast, choroid plexus","Secreted frizzled-related protein 1","Tissue_enhanced_breast_choroid_plexus"
"8","CLSTN2","OID20664","Q9H4D0","Inflammation","Timepoint",3,16.6356686863338,5.54522289544459,13.0530553129411,8.63936130590256e-07,0.000158964248028607,"Significant","Group enriched: adipose tissue, brain, ovary","Calsyntenin-2","Group_enriched_adipose_tissue_brain_ovary"
"9","REG3A","OID20258","Q06141","Cardiometabolic","Timepoint",3,65.2180335869896,21.7393445289965,12.8959689549911,9.98436743918543e-07,0.000163299876338677,"Significant","Group enriched: intestine, pancreas","Regenerating islet-derived protein 3-alpha","Group_enriched_intestine_pancreas"
"10","FAS","OID20316","P25445","Cardiometabolic","Timepoint",3,9.83439912561948,3.27813304187316,12.2727325655292,1.78348009457898e-06,0.000218773558268354,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 6","Low_tissue_specificity"
