"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,100.743345911258,33.5811153037528,25.3124595499103,9.24548595925721e-11,1.36093553320266e-07,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"2","FGFBP1","OID21507","Q14512","Oncology","Timepoint",3,56.0897259706337,18.6965753235446,21.9541317597362,9.2192928952614e-10,4.52359971394159e-07,"Significant","Tissue enhanced: esophagus, vagina","Fibroblast growth factor-binding protein 1","Tissue_enhanced_esophagus_vagina"
"3","NEFL","OID20871","P07196","Neurology","Timepoint",3,73.7272216092585,24.5757405364195,22.3506126827938,6.96362406810373e-10,4.52359971394159e-07,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"4","TNFSF12","OID20624","O43508","Inflammation","Timepoint",3,12.9767753232425,4.32559177441417,20.0088511957553,3.79458487377229e-09,1.3964072335482e-06,"Significant","Low tissue specificity","Tumor necrosis factor ligand superfamily member 12","Low_tissue_specificity"
"5","CCL28","OID20569","Q9NRJ3","Inflammation","Timepoint",3,12.4348042866491,4.14493476221636,16.7329660298794,4.80651365101358e-08,1.40272014982812e-05,"Significant","Tissue enriched: salivary gland","C-C motif chemokine 28","Tissue_enriched_salivary_gland"
"6","SPON1","OID20759","Q9HCB6","Inflammation","Timepoint",3,25.0296876989068,8.34322923296893,16.5186179473575,5.7176093063646e-08,1.40272014982812e-05,"Significant","Tissue enhanced: gallbladder","Spondin-1","Tissue_enhanced_gallbladder"
"7","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,13.6245433282491,4.54151444274969,16.2416322984042,7.16560422645762e-08,1.50682420304937e-05,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"8","PTK7","OID20880","Q13308","Neurology","Timepoint",3,21.9742646869414,7.32475489564713,15.2168060991668,1.67598343655853e-07,3.0838095232677e-05,"Significant","Low tissue specificity","Inactive tyrosine-protein kinase 7","Low_tissue_specificity"
"9","IFNL1","OID20795","Q8IU54","Neurology","Timepoint",3,35.6917217985346,11.8972405995115,14.0651163246565,4.47986111623646e-07,7.32706173677786e-05,"Significant","Not detected","Interferon lambda-1","Not_detected"
"10","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,146.54492587327,48.8483086244232,13.6009774832862,6.71725158512409e-07,9.88779433330267e-05,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"11","CA6","OID21096","P23280","Neurology","Timepoint",3,11.5414821088205,3.84716070294018,13.2227906517472,9.38055185230626e-07,0.00012552883933268,"Significant","Tissue enriched: salivary gland","Carbonic anhydrase 6","Tissue_enriched_salivary_gland"
"12","NTRK2","OID20136","Q16620","Cardiometabolic","Timepoint",3,4.4199421802337,1.4733140600779,13.1229573764892,1.02511379906368e-06,0.000125747292685145,"Significant","Tissue enhanced: brain, thyroid gland","BDNF/NT-3 growth factors receptor","Tissue_enhanced_brain_thyroid_gland"
"13","RSPO1","OID20938","Q2MKA7","Neurology","Timepoint",3,43.1245530505771,14.374851016859,12.9088012293788,1.24113806564291e-06,0.000140535017894335,"Significant","Tissue enhanced: cervix, endometrium 1","R-spondin-1","Tissue_enhanced_cervix_endometrium_1"
"14","SFRP1","OID20984","Q8N474","Neurology","Timepoint",3,206.933483174796,68.9778277249319,12.3760736915787,2.00727716951885e-06,0.000211050856680839,"Significant","Tissue enhanced: breast, choroid plexus","Secreted frizzled-related protein 1","Tissue_enhanced_breast_choroid_plexus"
"15","PADI2","OID20467","Q9Y2J8","Inflammation","Timepoint",3,14.1518122292885,4.71727074309616,11.9500383027242,2.96403413496916e-06,0.000290870549778307,"Significant","Tissue enhanced: brain, skeletal muscle, tongue","Protein-arginine deiminase type-2","Tissue_enhanced_brain_skeletal_muscle_tongue"
"16","FLT1","OID21301","P17948","Oncology","Timepoint",3,7.68909516107985,2.56303172035995,11.6628975895138,3.86501870525368e-06,0.000334665149066671,"Significant","Tissue enriched: placenta","Vascular endothelial growth factor receptor 1","Tissue_enriched_placenta"
"17","PRSS8","OID20763","Q16651","Inflammation","Timepoint",3,9.9837181288491,3.3279060429497,11.6823728773868,3.79579860984202e-06,0.000334665149066671,"Significant","Tissue enhanced: salivary gland","Prostasin","Tissue_enhanced_salivary_gland"
"18","TIMD4","OID20375","Q96H15","Cardiometabolic","Timepoint",3,14.4898717055346,4.8299572351782,11.5466186582186,4.3062970353207e-06,0.000352159401999559,"Significant","Group enriched: lymphoid tissue, testis","T-cell immunoglobulin and mucin domain-containing protein 4","Group_enriched_lymphoid_tissue_testis"
"19","ADAMTS8","OID21502","Q9UP79","Oncology","Timepoint",3,4.60884678464011,1.5362822615467,11.3672877154045,5.09130114612011e-06,0.0003624176247702,"Significant","Tissue enhanced: lung","A disintegrin and metalloproteinase with thrombospondin motifs 8","Tissue_enhanced_lung"
"20","REG3A","OID20258","Q06141","Cardiometabolic","Timepoint",3,53.3007995528277,17.7669331842759,11.3508330837999,5.17036013598791e-06,0.0003624176247702,"Significant","Group enriched: intestine, pancreas","Regenerating islet-derived protein 3-alpha","Group_enriched_intestine_pancreas"
