"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","EREG","OID20905","O14944","Neurology","Timepoint",3,10.9137591663333,3.63791972211111,35.3198874278699,6.1095956239487e-06,0.00420311409619395,"Significant","Tissue enriched: bone marrow","Proepiregulin","Tissue_enriched_bone_marrow"
"2","HAVCR1","OID21422","Q96D42","Oncology","Timepoint",3,46.1253060223333,15.3751020074444,29.7000120896008,1.4276882120224e-05,0.00420311409619395,"Significant","Group enriched: intestine, kidney","Hepatitis A virus cellular receptor 1","Group_enriched_intestine_kidney"
"3","NEFL","OID20871","P07196","Neurology","Timepoint",3,18.4501915053333,6.15006383511111,36.0832078105289,5.49614387477639e-06,0.00420311409619395,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"4","TGFBR2","OID21493","P37173","Oncology","Timepoint",3,2.51719135525,0.839063785083333,31.1088063235396,1.13960450090904e-05,0.00420311409619395,"Significant","Low tissue specificity","TGF-beta receptor type-2","Low_tissue_specificity"
"5","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,6.16097803658333,2.05365934552778,30.0532013914539,1.34808058357547e-05,0.00420311409619395,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"6","EFNA4","OID20935","P52798","Neurology","Timepoint",3,4.09819750258333,1.36606583419444,23.1955414648703,4.64631342145769e-05,0.00649006468505102,"Significant","Tissue enhanced: skin 1","Ephrin-A4","Tissue_enhanced_skin_1"
"7","FAS","OID20316","P25445","Cardiometabolic","Timepoint",3,5.02578367858333,1.67526122619444,25.3472925043754,3.05594639463382e-05,0.00649006468505102,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 6","Low_tissue_specificity"
"8","GFOD2","OID21216","Q3B7J2","Oncology","Timepoint",3,2.73246954133333,0.910823180444444,22.95656357176,4.87751559364154e-05,0.00649006468505102,"Significant","Low tissue specificity","Glucose-fructose oxidoreductase domain-containing protein 2","Low_tissue_specificity"
"9","IGFBP4","OID21158","P22692","Neurology","Timepoint",3,7.38747740533333,2.46249246844444,23.50427161226,4.36651462884426e-05,0.00649006468505102,"Significant","Low tissue specificity","Insulin-like growth factor-binding protein 4","Low_tissue_specificity"
"10","MMP7","OID20087","P09237","Cardiometabolic","Timepoint",3,7.595979236,2.53199307866667,22.988354487514,4.84598792237814e-05,0.00649006468505102,"Significant","Tissue enhanced: gallbladder, salivary gland, urinary bladder","Matrilysin","Tissue_enhanced_gallbladder_salivary_gland_urinary_bladder"
"11","RELT","OID21142","Q969Z4","Neurology","Timepoint",3,4.91145909433333,1.63715303144444,25.1290336554994,3.18408519291883e-05,0.00649006468505102,"Significant","Tissue enriched: bone marrow","Tumor necrosis factor receptor superfamily member 19L","Tissue_enriched_bone_marrow"
"12","TNFRSF9","OID20985","Q07011","Neurology","Timepoint",3,6.16949810858333,2.05649936952778,22.5609889876178,5.29081360194377e-05,0.00649006468505102,"Significant","Tissue enriched: lymphoid tissue","Tumor necrosis factor receptor superfamily member 9","Tissue_enriched_lymphoid_tissue"
"13","IFNGR1","OID20678","P15260","Inflammation","Timepoint",3,2.401639676,0.800546558666667,19.4225509871771,0.000105668231469211,0.00972147729516744,"Significant","Low tissue specificity","Interferon gamma receptor 1","Low_tissue_specificity"
"14","PIK3IP1","OID21094","Q96FE7","Neurology","Timepoint",3,3.449580576,1.149860192,19.8348624740591,9.59971384732032e-05,0.00972147729516744,"Significant","Low tissue specificity","Phosphoinositide-3-kinase-interacting protein 1","Low_tissue_specificity"
"15","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,34.8542554225833,11.6180851408611,19.5692079584393,0.000102101848002296,0.00972147729516744,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"16","TNFRSF11A","OID20646","Q9Y6Q6","Inflammation","Timepoint",3,7.864950937,2.62165031233333,19.5357928594517,0.000102901761230062,0.00972147729516744,"Significant","Tissue enhanced: intestine, salivary gland","Tumor necrosis factor receptor superfamily member 11A","Tissue_enhanced_intestine_salivary_gland"
"17","IL1B","OID20427","P01584","Inflammation","Timepoint",3,8.57954554233334,2.85984851411111,18.2365240753911,0.000140626612457075,0.0121766102080479,"Significant","Tissue enhanced: bone marrow, urinary bladder","Interleukin-1 beta","Tissue_enhanced_bone_marrow_urinary_bladder"
"18","CD27","OID21527","P26842","Oncology","Timepoint",3,7.594891969,2.53163065633333,17.9628965586555,0.000150536101159827,0.0123105078281814,"Significant","Tissue enriched: lymphoid tissue","CD27 antigen","Tissue_enriched_lymphoid_tissue"
"19","CD302","OID21328","Q8IX05","Oncology","Timepoint",3,2.62501399433334,0.875004664777779,17.1108950065481,0.000187125623912075,0.0144973114946618,"Significant","Tissue enhanced: liver","CD302 antigen","Tissue_enhanced_liver"
"20","APOH","OID21072","P02749","Neurology","Timepoint",3,0.866877394583334,0.288959131527778,15.5674608954377,0.000284064136105452,0.0158822099137837,"Significant","Tissue enriched: liver","Beta-2-glycoprotein 1","Tissue_enriched_liver"
"21","BAG3","OID20972","O95817","Neurology","Timepoint",3,1.949278913,0.649759637666667,15.3494762472444,0.000302107253794799,0.0158822099137837,"Significant","Tissue enhanced: brain, skeletal muscle","BAG family molecular chaperone regulator 3","Tissue_enhanced_brain_skeletal_muscle"
