"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","DLK1","OID20295","P80370","Cardiometabolic","Timepoint",3,34.6297946381197,11.5432648793732,25.3214199361319,3.00557117151447e-11,4.4242007644693e-08,"Significant","Group enriched: adrenal gland, pituitary gland, placenta","Protein delta homolog 1","Group_enriched_adrenal_gland_pituitary_gland_placenta"
"2","COL6A3","OID20292","P12111","Cardiometabolic","Timepoint",3,61.8717951711282,20.6239317237094,20.2037150080893,1.43000273412145e-09,5.13548423351882e-07,"Significant","Tissue enhanced: smooth muscle","Collagen alpha-3(VI) chain","Tissue_enhanced_smooth_muscle"
"3","DSC2","OID21079","Q02487","Neurology","Timepoint",3,28.1068041163953,9.36893470546509,20.7933766771269,8.96705655453972e-10,5.13548423351882e-07,"Significant","Tissue enhanced: esophagus, vagina","Desmocollin-2","Tissue_enhanced_esophagus_vagina"
"4","FOLR1","OID21529","P15328","Oncology","Timepoint",3,11.8823255969962,3.96077519899874,20.2882319489274,1.33697809417169e-09,5.13548423351882e-07,"Significant","Tissue enhanced: choroid plexus, fallopian tube, lung, salivary gland","Folate receptor alpha","Tissue_enhanced_choroid_plexus_fallopian_tube_lung_salivary_gland"
"5","GPC1","OID21438","P35052","Oncology","Timepoint",3,26.5993827584378,8.86646091947927,19.2996402857764,2.95984794483443e-09,5.13548423351882e-07,"Significant","Tissue enhanced: skin 1","Glypican-1","Tissue_enhanced_skin_1"
"6","NEFL","OID20871","P07196","Neurology","Timepoint",3,65.1984749014241,21.7328249671414,19.4645509027337,2.58919725697495e-09,5.13548423351882e-07,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"7","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,227.906115418017,75.9687051393389,19.3270952388397,2.89455010583029e-09,5.13548423351882e-07,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"8","SPON1","OID20759","Q9HCB6","Inflammation","Timepoint",3,42.1044504758977,14.0348168252992,19.227043817515,3.13990204495037e-09,5.13548423351882e-07,"Significant","Tissue enhanced: gallbladder","Spondin-1","Tissue_enhanced_gallbladder"
"9","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,34.4275566851325,11.4758522283775,19.6928648373565,2.15315007985098e-09,5.13548423351882e-07,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"10","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,96.2539168079979,32.0846389359993,19.0570169909722,3.60700630510064e-09,5.30951328110815e-07,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"11","REG3A","OID20258","Q06141","Cardiometabolic","Timepoint",3,86.3766061987784,28.7922020662595,18.4503447356635,5.94229558366916e-09,7.95187190832819e-07,"Significant","Group enriched: intestine, pancreas","Regenerating islet-derived protein 3-alpha","Group_enriched_intestine_pancreas"
"12","HYOU1","OID20300","Q9Y4L1","Cardiometabolic","Timepoint",3,12.2783787653892,4.09279292179641,17.7629644443975,1.0550275172007e-08,1.29416708776619e-06,"Significant","Tissue enhanced: liver","Hypoxia up-regulated protein 1","Tissue_enhanced_liver"
"13","CDH3","OID21008","P22223","Neurology","Timepoint",3,27.4732081969667,9.15773606565558,17.468758318368,1.35265375879657e-08,1.34744797476142e-06,"Significant","Tissue enhanced: choroid plexus, ovary","Cadherin-3","Tissue_enhanced_choroid_plexus_ovary"
"14","PIGR","OID21102","P01833","Neurology","Timepoint",3,17.8029981846351,5.93433272821171,17.4510789930853,1.37307877862916e-08,1.34744797476142e-06,"Significant","Tissue enhanced: intestine, salivary gland","Polymeric immunoglobulin receptor","Tissue_enhanced_intestine_salivary_gland"
"15","TNFRSF12A","OID21482","Q9NP84","Oncology","Timepoint",3,33.6409831264975,11.2136610421658,17.4922748478757,1.32596775948611e-08,1.34744797476142e-06,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 12A","Low_tissue_specificity"
"16","SPINT1","OID21109","O43278","Neurology","Timepoint",3,10.3460470547888,3.44868235159627,17.2833553684338,1.58335483169276e-08,1.45668644515734e-06,"Significant","Tissue enhanced: esophagus","Kunitz-type protease inhibitor 1","Tissue_enhanced_esophagus"
"17","IL10RB","OID20696","Q08334","Inflammation","Timepoint",3,12.0094437417215,4.00314791390717,17.0282714772567,1.96861197019627e-08,1.70458636478171e-06,"Significant","Low tissue specificity","Interleukin-10 receptor subunit beta","Low_tissue_specificity"
"18","CLSTN2","OID20664","Q9H4D0","Inflammation","Timepoint",3,18.1041179790568,6.03470599301892,16.8557468847446,2.28271776531597e-08,1.86675586141395e-06,"Significant","Group enriched: adipose tissue, brain, ovary","Calsyntenin-2","Group_enriched_adipose_tissue_brain_ovary"
"19","EDA2R","OID21451","Q9HAV5","Oncology","Timepoint",3,47.2402099749256,15.7467366583085,16.76140593566,2.47582307373693e-08,1.91811134975829e-06,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 27","Low_tissue_specificity"
"20","SFRP1","OID20984","Q8N474","Neurology","Timepoint",3,311.579976255581,103.859992085194,16.5195289799267,3.05141164315723e-08,2.24583896936372e-06,"Significant","Tissue enhanced: breast, choroid plexus","Secreted frizzled-related protein 1","Tissue_enhanced_breast_choroid_plexus"
"21","NRP1","OID20390","O14786","Cardiometabolic","Timepoint",3,5.40288814485166,1.80096271495055,16.4023583962767,3.37804168174185e-08,2.27207933334086e-06,"Significant","Low tissue specificity","Neuropilin-1","Low_tissue_specificity"
"22","PRSS8","OID20763","Q16651","Inflammation","Timepoint",3,14.0004767088232,4.66682556960772,16.3963358584045,3.39577074276487e-08,2.27207933334086e-06,"Significant","Tissue enhanced: salivary gland","Prostasin","Tissue_enhanced_salivary_gland"
"23","FCER2","OID21133","P06734","Neurology","Timepoint",3,28.4972485428881,9.49908284762935,16.3413427428593,3.56214826561307e-08,2.27977488999237e-06,"Significant","Tissue enriched: lymphoid tissue","Low affinity immunoglobulin epsilon Fc receptor","Tissue_enriched_lymphoid_tissue"
"24","SMOC1","OID21461","Q9H4F8","Oncology","Timepoint",3,110.937425370752,36.9791417902506,16.1630538591116,4.16148514614585e-08,2.53307029994402e-06,"Significant","Tissue enhanced: brain, liver","SPARC-related modular calcium-binding protein 1","Tissue_enhanced_brain_liver"
"25","TNFRSF14","OID20783","Q92956","Inflammation","Timepoint",3,27.005831459277,9.00194381975899,16.1250556468342,4.30208950398102e-08,2.53307029994402e-06,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 14","Low_tissue_specificity"
"26","SCARF2","OID21048","Q96GP6","Neurology","Timepoint",3,8.47867535146367,2.82622511715456,15.9704742130347,4.92631990666599e-08,2.78905496254321e-06,"Significant","Low tissue specificity","Scavenger receptor class F member 2","Low_tissue_specificity"
"27","TNFRSF11A","OID20646","Q9Y6Q6","Inflammation","Timepoint",3,40.9554114914862,13.6518038304954,15.8026652990778,5.71016808921051e-08,3.11309904715477e-06,"Significant","Tissue enhanced: intestine, salivary gland","Tumor necrosis factor receptor superfamily member 11A","Tissue_enhanced_intestine_salivary_gland"
"28","NBL1","OID21486","P41271","Oncology","Timepoint",3,26.2077965349788,8.73593217832627,15.4492717325808,7.80812649036468e-08,4.10484364064886e-06,"Significant","Low tissue specificity","Neuroblastoma suppressor of tumorigenicity 1","Low_tissue_specificity"
"29","CLC","OID20126","Q05315","Cardiometabolic","Timepoint",3,39.9815620499923,13.3271873499974,15.2582007291684,9.25784919012025e-08,4.12956182056273e-06,"Significant","Tissue enriched: bone marrow","Galectin-10","Tissue_enriched_bone_marrow"
"30","DDR1","OID21009","Q08345","Neurology","Timepoint",3,7.82501421933388,2.60833807311129,15.3585109017897,8.46520213178734e-08,4.12956182056273e-06,"Significant","Low tissue specificity","Epithelial discoidin domain-containing receptor 1","Low_tissue_specificity"
"31","ESAM","OID20270","Q96AP7","Cardiometabolic","Timepoint",3,13.1269778072865,4.37565926909548,15.270207349208,9.15908780048784e-08,4.12956182056273e-06,"Significant","Low tissue specificity","Endothelial cell-selective adhesion molecule","Low_tissue_specificity"
"32","FAS","OID20316","P25445","Cardiometabolic","Timepoint",3,12.450231590477,4.15007719682566,15.3300211507038,8.68296780857478e-08,4.12956182056273e-06,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 6","Low_tissue_specificity"
"33","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,14.3692320409513,4.78974401365044,15.2978175927416,8.93606257470266e-08,4.12956182056273e-06,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"34","ALCAM","OID20273","Q13740","Cardiometabolic","Timepoint",3,3.68391006206906,1.22797002068969,15.1024559298996,1.0642752761151e-07,4.60768590129832e-06,"Significant","Tissue enriched: parathyroid gland","CD166 antigen","Tissue_enriched_parathyroid_gland"
"35","NRP2","OID21081","O60462","Neurology","Timepoint",3,7.75438228629701,2.58479409543234,14.9376529664684,1.23415785346662e-07,5.19051531515102e-06,"Significant","Low tissue specificity","Neuropilin-2","Low_tissue_specificity"
"36","CD46","OID20380","P15529","Cardiometabolic","Timepoint",3,10.806993736082,3.60233124536066,14.8318723935372,1.3576577550494e-07,5.40127625792627e-06,"Significant","Low tissue specificity","Membrane cofactor protein","Low_tissue_specificity"
"37","HSPG2","OID20383","P98160","Cardiometabolic","Timepoint",3,26.6160014645043,8.87200048816811,14.8446905071474,1.34204009783409e-07,5.40127625792627e-06,"Significant","Low tissue specificity","Basement membrane-specific heparan sulfate proteoglycan core protein","Low_tissue_specificity"
"38","IGF1R","OID21274","P08069","Oncology","Timepoint",3,8.80170573111055,2.93390191037018,14.797045413725,1.40104081228574e-07,5.42718967285423e-06,"Significant","Low tissue specificity","Insulin-like growth factor 1 receptor","Low_tissue_specificity"
"39","VTCN1","OID21164","Q7Z7D3","Oncology","Timepoint",3,4.11807769885159,1.37269256628386,14.6064698647622,1.6649826527877e-07,6.28424221770128e-06,"Significant","Tissue enhanced: breast, fallopian tube, pancreas","V-set domain-containing T-cell activation inhibitor 1","Tissue_enhanced_breast_fallopian_tube_pancreas"
"40","SPON2","OID20221","Q9BUD6","Cardiometabolic","Timepoint",3,21.7945615027074,7.2648538342358,14.5649847784652,1.7289155425343e-07,6.36240919652623e-06,"Significant","Tissue enhanced: endometrium 1","Spondin-2","Tissue_enhanced_endometrium_1"
"41","IFNGR1","OID20678","P15260","Inflammation","Timepoint",3,7.80180249651649,2.60060083217216,14.5350806900061,1.77656071789337e-07,6.37828628472936e-06,"Significant","Low tissue specificity","Interferon gamma receptor 1","Low_tissue_specificity"
"42","PDCD1","OID21396","Q15116","Oncology","Timepoint",3,14.2774446737714,4.75914822459048,14.3591471678248,2.08553133384257e-07,7.13930726375876e-06,"Significant","Tissue enhanced: lymphoid tissue","Programmed cell death protein 1","Tissue_enhanced_lymphoid_tissue"
"43","THBD","OID20231","P07204","Cardiometabolic","Timepoint",3,13.5705787608673,4.52352625362244,14.3638665538542,2.07656132210293e-07,7.13930726375876e-06,"Significant","Low tissue specificity","Thrombomodulin","Low_tissue_specificity"
"44","SPINT2","OID20720","O43291","Inflammation","Timepoint",3,12.9758717273006,4.32529057576687,14.2951203061255,2.21123476879909e-07,7.39758540834605e-06,"Significant","Low tissue specificity","Kunitz-type protease inhibitor 2","Low_tissue_specificity"
"45","CD93","OID20397","Q9NPY3","Cardiometabolic","Timepoint",3,9.93309192410571,3.31103064136857,14.1444882435641,2.53860063816478e-07,8.22821795922129e-06,"Significant","Tissue enhanced: placenta","Complement component C1q receptor","Tissue_enhanced_placenta"
"46","NECTIN2","OID20222","Q92692","Cardiometabolic","Timepoint",3,19.7441872662055,6.58139575540184,14.1305452684876,2.57131811225665e-07,8.22821795922129e-06,"Significant","Low tissue specificity","Nectin-2","Low_tissue_specificity"
"47","SCARF1","OID20297","Q14162","Cardiometabolic","Timepoint",3,17.6852289949787,5.89507633165955,13.7514131910573,3.6485909116014e-07,1.14270762167601e-05,"Significant","Tissue enhanced: lymphoid tissue","Scavenger receptor class F member 1","Tissue_enhanced_lymphoid_tissue"
"48","TGFBR3","OID20255","Q03167","Cardiometabolic","Timepoint",3,10.96369860124,3.65456620041333,13.7040089708244,3.81266118066458e-07,1.16921609540381e-05,"Significant","Low tissue specificity","Transforming growth factor beta receptor type 3","Low_tissue_specificity"
"49","ADAM22","OID21001","Q9P0K1","Neurology","Timepoint",3,18.2645036623136,6.08816788743787,13.6643349989239,3.95579350861834e-07,1.18835266218086e-05,"Significant","Tissue enriched: brain","Disintegrin and metalloproteinase domain-containing protein 22","Tissue_enriched_brain"
"50","APOH","OID21072","P02749","Neurology","Timepoint",3,9.02338832786515,3.00779610928838,13.5610499927164,4.35488039058511e-07,1.28207678698826e-05,"Significant","Tissue enriched: liver","Beta-2-glycoprotein 1","Tissue_enriched_liver"
"51","RTN4R","OID21424","Q9BZR6","Oncology","Timepoint",3,14.426596598547,4.808865532849,13.4984115379048,4.61683697942168e-07,1.32107927048132e-05,"Significant","Tissue enhanced: brain, liver","Reticulon-4 receptor","Tissue_enhanced_brain_liver"
"52","WFDC2","OID21505","Q14508","Oncology","Timepoint",3,61.2659869349861,20.4219956449954,13.4868669874403,4.66685611854815e-07,1.32107927048132e-05,"Significant","Tissue enhanced: cervix, salivary gland","WAP four-disulfide core domain protein 2","Tissue_enhanced_cervix_salivary_gland"
"53","DAG1","OID20774","Q14118","Inflammation","Timepoint",3,15.128823501621,5.04294116720699,13.3228094172225,5.44097871183872e-07,1.51115484223143e-05,"Significant","Low tissue specificity","Dystroglycan 1","Low_tissue_specificity"
"54","TREM2","OID20731","Q9NZC2","Inflammation","Timepoint",3,14.6994352442209,4.89981174807362,13.2885291610556,5.61874406782189e-07,1.53162801256182e-05,"Significant","Tissue enhanced: brain, choroid plexus, lung","Triggering receptor expressed on myeloid cells 2","Tissue_enhanced_brain_choroid_plexus_lung"
"55","HAVCR1","OID21422","Q96D42","Oncology","Timepoint",3,51.8776908102583,17.2925636034194,13.1828402366134,6.20529497906183e-07,1.62967648467827e-05,"Significant","Group enriched: intestine, kidney","Hepatitis A virus cellular receptor 1","Group_enriched_intestine_kidney"
"56","REG1B","OID20266","P48304","Cardiometabolic","Timepoint",3,76.9001361941029,25.6333787313676,13.164962264371,6.31056790941992e-07,1.62967648467827e-05,"Significant","Tissue enriched: pancreas","Lithostathine-1-beta","Tissue_enriched_pancreas"
"57","TNFRSF9","OID20985","Q07011","Neurology","Timepoint",3,34.9454645363882,11.6484881787961,13.1735804866002,6.25959315790993e-07,1.62967648467827e-05,"Significant","Tissue enriched: lymphoid tissue","Tumor necrosis factor receptor superfamily member 9","Tissue_enriched_lymphoid_tissue"
"58","CDH6","OID20157","P55285","Cardiometabolic","Timepoint",3,4.82806441478645,1.60935480492882,13.1271508386645,6.5393020862587e-07,1.64000968177988e-05,"Significant","Tissue enhanced: kidney","Cadherin-6","Tissue_enhanced_kidney"
