"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","MMP7","OID20087","P09237","Cardiometabolic","Timepoint",3,15.5028047110644,5.1676015703548,11.9159584141532,2.93829942034297e-05,0.0216258837337242,"Significant","Tissue enhanced: gallbladder, salivary gland, urinary bladder","Matrilysin","Tissue_enhanced_gallbladder_salivary_gland_urinary_bladder"
"2","PRL","OID21033","P01236","Neurology","Timepoint",3,20.2014335500909,6.73381118336363,12.367530730835,2.19225716696364e-05,0.0216258837337242,"Significant","Tissue enriched: pituitary gland","Prolactin","Tissue_enriched_pituitary_gland"
"3","CCL13","OID20655","Q99616","Inflammation","Timepoint",3,8.30354966286363,2.76784988762121,10.0778010475978,0.00010316117617982,0.0216933216195278,"Significant","Tissue enhanced: intestine, urinary bladder","C-C motif chemokine 13","Tissue_enhanced_intestine_urinary_bladder"
"4","CCL24","OID20772","O00175","Inflammation","Timepoint",3,24.295847408697,8.09861580289899,10.2695945573516,9.00336032662494e-05,0.0216933216195278,"Significant","Group enriched: intestine, lymphoid tissue","C-C motif chemokine 24","Group_enriched_intestine_lymphoid_tissue"
"5","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,113.394702076322,37.7982340254407,10.8231618306761,6.12016462701663e-05,0.0216933216195278,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"6","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,59.9471963565493,19.9823987855164,10.8482793613889,6.01532115847958e-05,0.0216933216195278,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"7","SIT1","OID20462","Q9Y3P8","Inflammation","Timepoint",3,4.95104978710607,1.65034992903536,10.1628191434567,9.71061336516233e-05,0.0216933216195278,"Significant","Tissue enriched: lymphoid tissue","Signaling threshold-regulating transmembrane adapter 1","Tissue_enriched_lymphoid_tissue"
"8","CA6","OID21096","P23280","Neurology","Timepoint",3,4.71008860577652,1.57002953525884,9.40561604127092,0.000167899621131376,0.0288146403868574,"Significant","Tissue enriched: salivary gland","Carbonic anhydrase 6","Tissue_enriched_salivary_gland"
"9","TIMD4","OID20375","Q96H15","Cardiometabolic","Timepoint",3,13.751474686322,4.58382489544066,9.34038932559965,0.000176176469756601,0.0288146403868574,"Significant","Group enriched: lymphoid tissue, testis","T-cell immunoglobulin and mucin domain-containing protein 4","Group_enriched_lymphoid_tissue_testis"
"10","NRP1","OID20390","O14786","Cardiometabolic","Timepoint",3,3.7508426621553,1.2502808873851,9.1829699138447,0.000197998667868051,0.0291454039101771,"Significant","Low tissue specificity","Neuropilin-1","Low_tissue_specificity"
