"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","DLK1","OID20295","P80370","Cardiometabolic","Timepoint",3,34.6297946381197,11.5432648793732,25.3214199361319,3.00557117151447e-11,4.4242007644693e-08,"Significant","Group enriched: adrenal gland, pituitary gland, placenta","Protein delta homolog 1","Group_enriched_adrenal_gland_pituitary_gland_placenta"
"2","COL6A3","OID20292","P12111","Cardiometabolic","Timepoint",3,61.8717951711282,20.6239317237094,20.2037150080893,1.43000273412145e-09,5.13548423351882e-07,"Significant","Tissue enhanced: smooth muscle","Collagen alpha-3(VI) chain","Tissue_enhanced_smooth_muscle"
"3","DSC2","OID21079","Q02487","Neurology","Timepoint",3,28.1068041163953,9.36893470546509,20.7933766771269,8.96705655453972e-10,5.13548423351882e-07,"Significant","Tissue enhanced: esophagus, vagina","Desmocollin-2","Tissue_enhanced_esophagus_vagina"
"4","FOLR1","OID21529","P15328","Oncology","Timepoint",3,11.8823255969962,3.96077519899874,20.2882319489274,1.33697809417169e-09,5.13548423351882e-07,"Significant","Tissue enhanced: choroid plexus, fallopian tube, lung, salivary gland","Folate receptor alpha","Tissue_enhanced_choroid_plexus_fallopian_tube_lung_salivary_gland"
"5","GPC1","OID21438","P35052","Oncology","Timepoint",3,26.5993827584378,8.86646091947927,19.2996402857764,2.95984794483443e-09,5.13548423351882e-07,"Significant","Tissue enhanced: skin 1","Glypican-1","Tissue_enhanced_skin_1"
"6","NEFL","OID20871","P07196","Neurology","Timepoint",3,65.1984749014241,21.7328249671414,19.4645509027337,2.58919725697495e-09,5.13548423351882e-07,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"7","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,227.906115418017,75.9687051393389,19.3270952388397,2.89455010583029e-09,5.13548423351882e-07,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"8","SPON1","OID20759","Q9HCB6","Inflammation","Timepoint",3,42.1044504758977,14.0348168252992,19.227043817515,3.13990204495037e-09,5.13548423351882e-07,"Significant","Tissue enhanced: gallbladder","Spondin-1","Tissue_enhanced_gallbladder"
"9","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,34.4275566851325,11.4758522283775,19.6928648373565,2.15315007985098e-09,5.13548423351882e-07,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"10","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,96.2539168079979,32.0846389359993,19.0570169909722,3.60700630510064e-09,5.30951328110815e-07,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"11","REG3A","OID20258","Q06141","Cardiometabolic","Timepoint",3,86.3766061987784,28.7922020662595,18.4503447356635,5.94229558366916e-09,7.95187190832819e-07,"Significant","Group enriched: intestine, pancreas","Regenerating islet-derived protein 3-alpha","Group_enriched_intestine_pancreas"
"12","HYOU1","OID20300","Q9Y4L1","Cardiometabolic","Timepoint",3,12.2783787653892,4.09279292179641,17.7629644443975,1.0550275172007e-08,1.29416708776619e-06,"Significant","Tissue enhanced: liver","Hypoxia up-regulated protein 1","Tissue_enhanced_liver"
"13","CDH3","OID21008","P22223","Neurology","Timepoint",3,27.4732081969667,9.15773606565558,17.468758318368,1.35265375879657e-08,1.34744797476142e-06,"Significant","Tissue enhanced: choroid plexus, ovary","Cadherin-3","Tissue_enhanced_choroid_plexus_ovary"
"14","PIGR","OID21102","P01833","Neurology","Timepoint",3,17.8029981846351,5.93433272821171,17.4510789930853,1.37307877862916e-08,1.34744797476142e-06,"Significant","Tissue enhanced: intestine, salivary gland","Polymeric immunoglobulin receptor","Tissue_enhanced_intestine_salivary_gland"
"15","TNFRSF12A","OID21482","Q9NP84","Oncology","Timepoint",3,33.6409831264975,11.2136610421658,17.4922748478757,1.32596775948611e-08,1.34744797476142e-06,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 12A","Low_tissue_specificity"
"16","SPINT1","OID21109","O43278","Neurology","Timepoint",3,10.3460470547888,3.44868235159627,17.2833553684338,1.58335483169276e-08,1.45668644515734e-06,"Significant","Tissue enhanced: esophagus","Kunitz-type protease inhibitor 1","Tissue_enhanced_esophagus"
"17","IL10RB","OID20696","Q08334","Inflammation","Timepoint",3,12.0094437417215,4.00314791390717,17.0282714772567,1.96861197019627e-08,1.70458636478171e-06,"Significant","Low tissue specificity","Interleukin-10 receptor subunit beta","Low_tissue_specificity"
"18","CLSTN2","OID20664","Q9H4D0","Inflammation","Timepoint",3,18.1041179790568,6.03470599301892,16.8557468847446,2.28271776531597e-08,1.86675586141395e-06,"Significant","Group enriched: adipose tissue, brain, ovary","Calsyntenin-2","Group_enriched_adipose_tissue_brain_ovary"
"19","EDA2R","OID21451","Q9HAV5","Oncology","Timepoint",3,47.2402099749256,15.7467366583085,16.76140593566,2.47582307373693e-08,1.91811134975829e-06,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 27","Low_tissue_specificity"
"20","SFRP1","OID20984","Q8N474","Neurology","Timepoint",3,311.579976255581,103.859992085194,16.5195289799267,3.05141164315723e-08,2.24583896936372e-06,"Significant","Tissue enhanced: breast, choroid plexus","Secreted frizzled-related protein 1","Tissue_enhanced_breast_choroid_plexus"
