"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","PADI2","OID20467","Q9Y2J8","Inflammation","Timepoint",3,32.964104376866,10.9880347922887,43.2519192546346,4.80748345982097e-13,7.07661565285646e-10,"Significant","Tissue enhanced: brain, skeletal muscle, tongue","Protein-arginine deiminase type-2","Tissue_enhanced_brain_skeletal_muscle_tongue"
"2","PCOLCE","OID20384","Q15113","Cardiometabolic","Timepoint",3,15.0678316481262,5.02261054937541,26.2415854608889,8.32925601176787e-10,4.42443062218319e-07,"Significant","Low tissue specificity","Procollagen C-endopeptidase enhancer 1","Low_tissue_specificity"
"3","VTCN1","OID21164","Q7Z7D3","Oncology","Timepoint",3,14.079501776467,4.69316725882235,26.0903013331151,9.01718197455813e-10,4.42443062218319e-07,"Significant","Tissue enhanced: breast, fallopian tube, pancreas","V-set domain-containing T-cell activation inhibitor 1","Tissue_enhanced_breast_fallopian_tube_pancreas"
"4","CD99","OID21110","P14209","Neurology","Timepoint",3,18.2345324713733,6.07817749045777,24.2294906055104,2.45278775866566e-09,9.02625895188962e-07,"Significant","Low tissue specificity","CD99 antigen","Low_tissue_specificity"
"5","PIK3IP1","OID21094","Q96FE7","Neurology","Timepoint",3,18.1214957910849,6.04049859702829,23.7799111150888,3.14587104922985e-09,9.26144436893268e-07,"Significant","Low tissue specificity","Phosphoinositide-3-kinase-interacting protein 1","Low_tissue_specificity"
"6","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,20.8765094221502,6.95883647405006,21.5224721676775,1.1482326638963e-08,2.81699746875893e-06,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"7","PTGDS","OID20408","P41222","Cardiometabolic","Timepoint",3,11.4134707960729,3.80449026535765,20.8356961054374,1.72970131818448e-08,3.23008779495786e-06,"Significant","Tissue enhanced: brain, heart muscle, testis","Prostaglandin-H2 D-isomerase","Tissue_enhanced_brain_heart_muscle_testis"
"8","TNFRSF11A","OID20646","Q9Y6Q6","Inflammation","Timepoint",3,31.5473215894867,10.5157738631622,20.6162309267072,1.97491780941717e-08,3.23008779495786e-06,"Significant","Tissue enhanced: intestine, salivary gland","Tumor necrosis factor receptor superfamily member 11A","Tissue_enhanced_intestine_salivary_gland"
"9","TNFRSF9","OID20985","Q07011","Neurology","Timepoint",3,23.8593089015258,7.95310296717528,20.745055217776,1.82687431593466e-08,3.23008779495786e-06,"Significant","Tissue enriched: lymphoid tissue","Tumor necrosis factor receptor superfamily member 9","Tissue_enriched_lymphoid_tissue"
"10","IFNL1","OID20795","Q8IU54","Neurology","Timepoint",3,36.901551132601,12.3005170442003,19.1445189333287,4.90921034821063e-08,6.96355790167398e-06,"Significant","Not detected","Interferon lambda-1","Not_detected"
"11","SPINT2","OID20720","O43291","Inflammation","Timepoint",3,8.05396352157584,2.68465450719195,19.0524299429139,5.20374571456615e-08,6.96355790167398e-06,"Significant","Low tissue specificity","Kunitz-type protease inhibitor 2","Low_tissue_specificity"
"12","CD83","OID20565","Q01151","Inflammation","Timepoint",3,6.37058553735084,2.12352851245028,18.7613485591431,6.26251151452523e-08,7.68201412448428e-06,"Significant","Tissue enhanced: bone marrow","CD83 antigen","Tissue_enhanced_bone_marrow"
"13","CD59","OID20339","P13987","Cardiometabolic","Timepoint",3,16.509295438365,5.503098479455,18.2799539177192,8.53668176181411e-08,8.69059653123347e-06,"Significant","Low tissue specificity","CD59 glycoprotein","Low_tissue_specificity"
"14","GUCA2A","OID21101","Q02747","Neurology","Timepoint",3,17.1695734569179,5.72319115230596,18.2540077552636,8.68150836719466e-08,8.69059653123347e-06,"Significant","Tissue enriched: intestine","Guanylin","Tissue_enriched_intestine"
"15","TNFRSF14","OID20783","Q92956","Inflammation","Timepoint",3,17.8998569422951,5.96661898076502,18.2233579748833,8.85590679133846e-08,8.69059653123347e-06,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 14","Low_tissue_specificity"
"16","SCGB1A1","OID20688","P11684","Inflammation","Timepoint",3,27.8341057281813,9.27803524272709,17.9352590129607,1.06859723213759e-07,9.83109453566583e-06,"Significant","Tissue enriched: lung","Uteroglobin","Tissue_enriched_lung"
