"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,24.2093371711412,8.06977905704708,22.3104205715196,1.41196782317837e-08,2.07841663571856e-05,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"2","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,82.9853131162139,27.661771038738,21.0383600391062,2.85838214998061e-08,2.10376926238573e-05,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"3","SCARF1","OID20297","Q14162","Cardiometabolic","Timepoint",3,15.7032922988262,5.2344307662754,20.0877855655519,4.92487852288483e-08,2.41647372856216e-05,"Significant","Tissue enhanced: lymphoid tissue","Scavenger receptor class F member 1","Tissue_enhanced_lymphoid_tissue"
"4","TNFRSF9","OID20985","Q07011","Neurology","Timepoint",3,20.5770526901317,6.85901756337723,18.3046721866416,1.42566970037543e-07,5.24646449738158e-05,"Significant","Tissue enriched: lymphoid tissue","Tumor necrosis factor receptor superfamily member 9","Tissue_enriched_lymphoid_tissue"
"5","CCL14","OID20401","Q16627","Cardiometabolic","Timepoint",3,11.6561115937681,3.88537053125602,14.0356192006447,2.35491698874323e-06,0.000693287561486006,"Significant","Tissue enhanced: lymphoid tissue","C-C motif chemokine 14","Tissue_enhanced_lymphoid_tissue"
"6","RELT","OID21142","Q969Z4","Neurology","Timepoint",3,18.0003662243389,6.00012207477963,13.0065220975934,4.93456647371068e-06,0.00121061364155035,"Significant","Tissue enriched: bone marrow","Tumor necrosis factor receptor superfamily member 19L","Tissue_enriched_bone_marrow"
"7","CCL16","OID20334","O15467","Cardiometabolic","Timepoint",3,29.7352236119169,9.91174120397228,11.2801942610886,1.82153388607635e-05,0.00199844658205667,"Significant","Tissue enriched: liver","C-C motif chemokine 16","Tissue_enriched_liver"
"8","COL6A3","OID20292","P12111","Cardiometabolic","Timepoint",3,34.8578417105404,11.6192805701801,11.8298600364609,1.19069400386444e-05,0.00199844658205667,"Significant","Tissue enhanced: smooth muscle","Collagen alpha-3(VI) chain","Tissue_enhanced_smooth_muscle"
"9","EDA2R","OID21451","Q9HAV5","Oncology","Timepoint",3,28.7269474322604,9.5756491440868,11.0319352623562,2.21374363688187e-05,0.00199844658205667,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 27","Low_tissue_specificity"
"10","ESAM","OID20270","Q96AP7","Cardiometabolic","Timepoint",3,7.58328112420146,2.52776037473382,10.9108920400133,2.43623375539637e-05,0.00199844658205667,"Significant","Low tissue specificity","Endothelial cell-selective adhesion molecule","Low_tissue_specificity"
"11","GP6","OID21091","Q9HCN6","Neurology","Timepoint",3,21.8239782968059,7.27465943226862,11.6192360830615,1.39987455367165e-05,0.00199844658205667,"Significant","Tissue enhanced: testis","Platelet glycoprotein VI","Tissue_enhanced_testis"
"12","HSPG2","OID20383","P98160","Cardiometabolic","Timepoint",3,18.0501259400194,6.01670864667313,11.014701755894,2.24407240737098e-05,0.00199844658205667,"Significant","Low tissue specificity","Basement membrane-specific heparan sulfate proteoglycan core protein","Low_tissue_specificity"
"13","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,11.6891238998784,3.89637463329281,11.2159431330784,1.91547731370742e-05,0.00199844658205667,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"14","MARCO","OID20210","Q9UEW3","Cardiometabolic","Timepoint",3,5.49190414555981,1.8306347151866,11.712627981995,1.30272452756483e-05,0.00199844658205667,"Significant","Tissue enhanced: liver, lung, lymphoid tissue","Macrophage receptor MARCO","Tissue_enhanced_liver_lung_lymphoid_tissue"
"15","NRP1","OID20390","O14786","Cardiometabolic","Timepoint",3,2.77063472633677,0.923544908778923,11.153812113733,2.01116719764759e-05,0.00199844658205667,"Significant","Low tissue specificity","Neuropilin-1","Low_tissue_specificity"
"16","PI3","OID20326","P19957","Cardiometabolic","Timepoint",3,20.2256260663513,6.74187535545043,11.0518263326999,2.1792720173149e-05,0.00199844658205667,"Significant","Group enriched: esophagus, lymphoid tissue, vagina","Elafin","Group_enriched_esophagus_lymphoid_tissue_vagina"
"17","PRSS8","OID20763","Q16651","Inflammation","Timepoint",3,12.6173702269486,4.20579007564952,11.427733044472,1.62365136295709e-05,0.00199844658205667,"Significant","Tissue enhanced: salivary gland","Prostasin","Tissue_enhanced_salivary_gland"
"18","TIMD4","OID20375","Q96H15","Cardiometabolic","Timepoint",3,18.8886250392865,6.29620834642883,10.907006811964,2.443752613928e-05,0.00199844658205667,"Significant","Group enriched: lymphoid tissue, testis","T-cell immunoglobulin and mucin domain-containing protein 4","Group_enriched_lymphoid_tissue_testis"
"19","DSC2","OID21079","Q02487","Neurology","Timepoint",3,14.0336935166579,4.67789783888595,10.7555504989693,2.75668469369365e-05,0.00213570519427213,"Significant","Tissue enhanced: esophagus, vagina","Desmocollin-2","Tissue_enhanced_esophagus_vagina"
"20","IL10RB","OID20696","Q08334","Inflammation","Timepoint",3,6.8788040233122,2.2929346744374,10.4300267094421,3.58037255450975e-05,0.00263515420011918,"Significant","Low tissue specificity","Interleukin-10 receptor subunit beta","Low_tissue_specificity"
"21","HYOU1","OID20300","Q9Y4L1","Cardiometabolic","Timepoint",3,5.96335213725159,1.98778404575053,10.2776999110932,4.05105327019616e-05,0.00283959543510892,"Significant","Tissue enhanced: liver","Hypoxia up-regulated protein 1","Tissue_enhanced_liver"
"22","WFDC2","OID21505","Q14508","Oncology","Timepoint",3,39.3861569476462,13.1287189825487,10.1729059432753,4.41225638620912e-05,0.00295220063659083,"Significant","Tissue enhanced: cervix, salivary gland","WAP four-disulfide core domain protein 2","Tissue_enhanced_cervix_salivary_gland"
"23","OGN","OID21123","P20774","Neurology","Timepoint",3,17.7402634827321,5.9134211609107,9.98826795879271,5.13331732172741e-05,0.00328532308590554,"Significant","Tissue enhanced: cervix","Mimecan","Tissue_enhanced_cervix"
"24","ADA2","OID20394","Q9NZK5","Cardiometabolic","Timepoint",3,8.76766964853947,2.92255654951316,9.74031735164381,6.30167426905269e-05,0.00332586838243029,"Significant","Tissue enhanced: lymphoid tissue","Adenosine deaminase 2","Tissue_enhanced_lymphoid_tissue"
"25","CCL17","OID20745","Q92583","Inflammation","Timepoint",3,25.2102118316015,8.40340394386716,9.83552309118663,5.82309488135753e-05,0.00332586838243029,"Significant","Tissue enriched: lymphoid tissue","C-C motif chemokine 17","Tissue_enriched_lymphoid_tissue"
"26","CXCL17","OID20622","Q6UXB2","Inflammation","Timepoint",3,12.0399205146882,4.01330683822939,9.7045428381907,6.49202011844568e-05,0.00332586838243029,"Significant","Group enriched: esophagus, lung, salivary gland, stomach 1","C-X-C motif chemokine 17","Group_enriched_esophagus_lung_salivary_gland_stomach_1"
"27","GUCA2A","OID21101","Q02747","Neurology","Timepoint",3,14.8216841110571,4.94056137035236,9.76200102931836,6.18915994504303e-05,0.00332586838243029,"Significant","Tissue enriched: intestine","Guanylin","Tissue_enriched_intestine"
"28","IGFBPL1","OID20155","Q8WX77","Cardiometabolic","Timepoint",3,16.3440337042971,5.44801123476568,9.64126775856533,6.84360694201728e-05,0.00332586838243029,"Significant","Tissue enriched: thyroid gland","Insulin-like growth factor-binding protein-like 1","Tissue_enriched_thyroid_gland"
"29","IL19","OID20158","Q9UHD0","Cardiometabolic","Timepoint",3,35.2489112741116,11.7496370913705,9.75303340802715,6.23543422778174e-05,0.00332586838243029,"Significant","Group enriched: cervix, salivary gland","Interleukin-19","Group_enriched_cervix_salivary_gland"
"30","KITLG","OID20196","P21583","Cardiometabolic","Timepoint",3,7.66096872604607,2.55365624201536,9.67919172247906,6.63055185080443e-05,0.00332586838243029,"Significant","Low tissue specificity","Kit ligand","Low_tissue_specificity"
"31","LGMN","OID20773","Q99538","Inflammation","Timepoint",3,7.01299587257752,2.33766529085917,9.58168884610152,7.1929445415477e-05,0.00332586838243029,"Significant","Low tissue specificity","Legumain","Low_tissue_specificity"
"32","SPINT2","OID20720","O43291","Inflammation","Timepoint",3,7.55609287006166,2.51869762335389,9.57552339501618,7.23014865745715e-05,0.00332586838243029,"Significant","Low tissue specificity","Kunitz-type protease inhibitor 2","Low_tissue_specificity"
"33","CCL13","OID20655","Q99616","Inflammation","Timepoint",3,14.3879273822128,4.79597579407094,9.51076624936804,7.63333368748994e-05,0.0034049294509046,"Significant","Tissue enhanced: intestine, urinary bladder","C-C motif chemokine 13","Tissue_enhanced_intestine_urinary_bladder"
"34","FAS","OID20316","P25445","Cardiometabolic","Timepoint",3,9.9338475494697,3.3112825164899,9.46608909394621,7.92520079138611e-05,0.00343114575438834,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 6","Low_tissue_specificity"
"35","CD27","OID21527","P26842","Oncology","Timepoint",3,18.1578035148692,6.05260117162306,9.197929408949,9.94162353472482e-05,0.00418116281231855,"Significant","Tissue enriched: lymphoid tissue","CD27 antigen","Tissue_enriched_lymphoid_tissue"
"36","XCL1","OID21398","P47992","Oncology","Timepoint",3,15.0932995360267,5.03109984534223,9.14451079687335,0.000104039852193369,0.00425407395635108,"Significant","Tissue enhanced: lymphoid tissue","Lymphotactin","Tissue_enhanced_lymphoid_tissue"
"37","CA6","OID21096","P23280","Neurology","Timepoint",3,8.51675044720755,2.83891681573585,8.9237457173628,0.000125677875122326,0.00461667217214142,"Significant","Tissue enriched: salivary gland","Carbonic anhydrase 6","Tissue_enriched_salivary_gland"
