"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","DLK1","OID20295","P80370","Cardiometabolic","Timepoint",3,18.6686725228932,6.22289084096439,15.9302227964797,1.13665720603279e-07,4.20429095654596e-05,"Significant","Group enriched: adrenal gland, pituitary gland, placenta","Protein delta homolog 1","Group_enriched_adrenal_gland_pituitary_gland_placenta"
"2","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,177.344436779784,59.1148122599282,16.3526110150585,8.10122070161375e-08,4.20429095654596e-05,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"3","REG3A","OID20258","Q06141","Cardiometabolic","Timepoint",3,71.5227747592396,23.8409249197465,15.6482557519117,1.42808796078327e-07,4.20429095654596e-05,"Significant","Group enriched: intestine, pancreas","Regenerating islet-derived protein 3-alpha","Group_enriched_intestine_pancreas"
"4","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,75.7006154133062,25.2335384711021,16.2884565950402,8.52671440454079e-08,4.20429095654596e-05,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"5","SMOC1","OID21461","Q9H4F8","Oncology","Timepoint",3,92.3323985906154,30.7774661968718,15.7942222771626,1.26866038650836e-07,4.20429095654596e-05,"Significant","Tissue enhanced: brain, liver","SPARC-related modular calcium-binding protein 1","Tissue_enhanced_brain_liver"
"6","SFRP1","OID20984","Q8N474","Neurology","Timepoint",3,252.597091797855,84.1990305992849,15.2811651174323,1.92733363106661e-07,4.72839184155008e-05,"Significant","Tissue enhanced: breast, choroid plexus","Secreted frizzled-related protein 1","Tissue_enhanced_breast_choroid_plexus"
"7","COL6A3","OID20292","P12111","Cardiometabolic","Timepoint",3,43.3559034070568,14.4519678023523,14.9829659872164,2.46432739585376e-07,5.18212846670962e-05,"Significant","Tissue enhanced: smooth muscle","Collagen alpha-3(VI) chain","Tissue_enhanced_smooth_muscle"
"8","SCARF2","OID21048","Q96GP6","Neurology","Timepoint",3,5.71066371147673,1.90355457049224,14.5075941238348,3.66186056474758e-07,5.98917639034271e-05,"Significant","Low tissue specificity","Scavenger receptor class F member 2","Low_tissue_specificity"
"9","SPON1","OID20759","Q9HCB6","Inflammation","Timepoint",3,30.9983116052587,10.3327705350862,14.5791937414672,3.44864403434821e-07,5.98917639034271e-05,"Significant","Tissue enhanced: gallbladder","Spondin-1","Tissue_enhanced_gallbladder"
"10","GPC1","OID21438","P35052","Oncology","Timepoint",3,15.2202987854615,5.07343292848717,13.947171198578,5.88105997559214e-07,8.65692028407162e-05,"Significant","Tissue enhanced: skin 1","Glypican-1","Tissue_enhanced_skin_1"
"11","EDA2R","OID21451","Q9HAV5","Oncology","Timepoint",3,28.6754903150069,9.55849677166897,13.4559138608711,8.9647208623313e-07,0.00011996426463047,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 27","Low_tissue_specificity"
"12","ESAM","OID20270","Q96AP7","Cardiometabolic","Timepoint",3,9.66886946795622,3.22295648931874,13.227974253956,1.09236537463011e-06,0.000122001726738442,"Significant","Low tissue specificity","Endothelial cell-selective adhesion molecule","Low_tissue_specificity"
"13","HGF","OID20656","P14210","Inflammation","Timepoint",3,70.7175564761031,23.5725188253677,13.2588597546636,1.06341981003538e-06,0.000122001726738442,"Significant","Tissue enriched: placenta","Hepatocyte growth factor","Tissue_enriched_placenta"
"14","TREM2","OID20731","Q9NZC2","Inflammation","Timepoint",3,14.2780559645097,4.7593519881699,13.1586459222411,1.16034250974062e-06,0.000122001726738442,"Significant","Tissue enhanced: brain, choroid plexus, lung","Triggering receptor expressed on myeloid cells 2","Tissue_enhanced_brain_choroid_plexus_lung"
"15","FAS","OID20316","P25445","Cardiometabolic","Timepoint",3,10.270155018174,3.423385006058,13.0037154053416,1.32852087610046e-06,0.000130372181974659,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 6","Low_tissue_specificity"
"16","TNFRSF12A","OID21482","Q9NP84","Oncology","Timepoint",3,23.3180594038674,7.7726864679558,12.6664671460823,1.78750185783365e-06,0.000164450170920696,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 12A","Low_tissue_specificity"
"17","RTN4R","OID21424","Q9BZR6","Oncology","Timepoint",3,7.51440306973424,2.50480102324475,12.5449281020578,1.99069873378885e-06,0.000172371090361011,"Significant","Tissue enhanced: brain, liver","Reticulon-4 receptor","Tissue_enhanced_brain_liver"
"18","HAVCR1","OID21422","Q96D42","Oncology","Timepoint",3,36.5528908726653,12.1842969575551,12.2295710889254,2.63703568507329e-06,0.000215650918245994,"Significant","Group enriched: intestine, kidney","Hepatitis A virus cellular receptor 1","Group_enriched_intestine_kidney"
"19","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,11.1825761634904,3.72752538783012,12.0985385461466,2.96612974061663e-06,0.000218307148909384,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"20","TNFRSF11A","OID20646","Q9Y6Q6","Inflammation","Timepoint",3,30.5364870629572,10.1788290209857,12.1462512956955,2.84164310622626e-06,0.000218307148909384,"Significant","Tissue enhanced: intestine, salivary gland","Tumor necrosis factor receptor superfamily member 11A","Tissue_enhanced_intestine_salivary_gland"
