"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,69.2296133919376,23.0765377973125,15.6579249956563,3.40021846370779e-07,0.000500512157857787,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"2","PRSS8","OID20763","Q16651","Inflammation","Timepoint",3,9.95626665387462,3.31875555129154,14.0507232930457,1.14271684659876e-06,0.000841039599096684,"Significant","Tissue enhanced: salivary gland","Prostasin","Tissue_enhanced_salivary_gland"
"3","MSLN","OID21380","Q13421","Oncology","Timepoint",3,18.3944492496144,6.13148308320479,12.696328135129,3.33519335192586e-06,0.00163646820467829,"Significant","Group enriched: fallopian tube, lung","Mesothelin","Group_enriched_fallopian_tube_lung"
"4","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,9.85494850250832,3.28498283416944,9.49615285899261,5.14380337389144e-05,0.0189291964159205,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"5","CXCL10","OID20697","P02778","Inflammation","Timepoint",3,27.4236355229858,9.14121184099525,8.4004646605432,0.000141394820743284,0.0320610065232839,"Significant","Tissue enhanced: lymphoid tissue","C-X-C motif chemokine 10","Tissue_enhanced_lymphoid_tissue"
"6","IL7R","OID21136","P16871","Neurology","Timepoint",3,5.99395545518181,1.99798515172727,8.47992101407012,0.000131214938905864,0.0320610065232839,"Significant","Tissue enhanced: lymphoid tissue","Interleukin-7 receptor subunit alpha","Tissue_enhanced_lymphoid_tissue"
"7","ITGAV","OID21416","P06756","Oncology","Timepoint",3,1.95560498975045,0.651868329916816,8.32055262577338,0.000152464025586268,0.0320610065232839,"Significant","Low tissue specificity","Integrin alpha-V","Low_tissue_specificity"
"8","CELA3A","OID20298","P09093","Cardiometabolic","Timepoint",3,20.8029573237142,6.93431910790473,8.03935773595252,0.000199129725630299,0.036639869515975,"Significant","Tissue enriched: pancreas","Chymotrypsin-like elastase family member 3A","Tissue_enriched_pancreas"
"9","FCRL5","OID21111","Q96RD9","Neurology","Timepoint",3,17.8849607358809,5.96165357862695,7.55059687753745,0.000318906333408351,0.0393543895887252,"Significant","Tissue enriched: lymphoid tissue","Fc receptor-like protein 5","Tissue_enriched_lymphoid_tissue"
"10","NTRK2","OID20136","Q16620","Cardiometabolic","Timepoint",3,3.11421282975401,1.03807094325134,7.64971560832805,0.000289653500075131,0.0393543895887252,"Significant","Tissue enhanced: brain, thyroid gland","BDNF/NT-3 growth factors receptor","Tissue_enhanced_brain_thyroid_gland"
"11","PDCD1","OID21396","Q15116","Oncology","Timepoint",3,7.10445501690582,2.36815167230194,7.81468386614372,0.000246991969839248,0.0393543895887252,"Significant","Tissue enhanced: lymphoid tissue","Programmed cell death protein 1","Tissue_enhanced_lymphoid_tissue"
"12","REG3A","OID20258","Q06141","Cardiometabolic","Timepoint",3,36.9392431138657,12.3130810379552,7.46227572763622,0.000347559147183035,0.0393543895887252,"Significant","Group enriched: intestine, pancreas","Regenerating islet-derived protein 3-alpha","Group_enriched_intestine_pancreas"
"13","TNFSF13B","OID20272","Q9Y275","Cardiometabolic","Timepoint",3,9.84221165128639,3.28073721709546,7.53946202095539,0.000322379183791464,0.0393543895887252,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor ligand superfamily member 13B","Tissue_enhanced_lymphoid_tissue"
"14","FOLR1","OID21529","P15328","Oncology","Timepoint",3,3.97265149699851,1.32421716566617,7.35419203789029,0.000386301699467304,0.0406168644011337,"Significant","Tissue enhanced: choroid plexus, fallopian tube, lung, salivary gland","Folate receptor alpha","Tissue_enhanced_choroid_plexus_fallopian_tube_lung_salivary_gland"
"15","AMY2A","OID20333","P04746","Cardiometabolic","Timepoint",3,10.9135568836043,3.63785229453476,7.27818924411769,0.000416212266468522,0.0408442970827776,"Significant","Tissue enriched: pancreas","Pancreatic alpha-amylase","Tissue_enriched_pancreas"
"16","IFNL1","OID20795","Q8IU54","Neurology","Timepoint",3,19.4171109726435,6.4723703242145,7.18877126593368,0.000454507002514296,0.0418146442313153,"Significant","Not detected","Interferon lambda-1","Not_detected"
"17","C1QA","OID20654","P02745","Inflammation","Timepoint",3,6.27697207624243,2.09232402541414,6.83828366768659,0.000643636079458788,0.0451158242363493,"Significant","Tissue enhanced: lymphoid tissue","Complement C1q subcomponent subunit A","Tissue_enhanced_lymphoid_tissue"
"18","NADK","OID20178","O95544","Cardiometabolic","Timepoint",3,16.6041343199575,5.53471143998584,6.91398746175903,0.000596803485649485,0.0451158242363493,"Significant","Low tissue specificity","NAD kinase","Low_tissue_specificity"
"19","PRSS2","OID20364","P07478","Cardiometabolic","Timepoint",3,37.9981025314403,12.6660341771468,6.92361348057711,0.000591107386566904,0.0451158242363493,"Significant","Tissue enriched: pancreas","Trypsin-2","Tissue_enriched_pancreas"
"20","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,85.3895092485547,28.4631697495182,6.85811658633056,0.000631009411929188,0.0451158242363493,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
