"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","DLK1","OID20295","P80370","Cardiometabolic","Timepoint",3,23.141814507362,7.71393816912068,16.7288791417386,8.26630333183528e-08,6.08399925223077e-05,"Significant","Group enriched: adrenal gland, pituitary gland, placenta","Protein delta homolog 1","Group_enriched_adrenal_gland_pituitary_gland_placenta"
"2","SPON1","OID20759","Q9HCB6","Inflammation","Timepoint",3,34.401979753648,11.4673265845493,16.9311263253133,7.08722515276287e-08,6.08399925223077e-05,"Significant","Tissue enhanced: gallbladder","Spondin-1","Tissue_enhanced_gallbladder"
"3","FOLR1","OID21529","P15328","Oncology","Timepoint",3,7.99847748333908,2.66615916111303,13.3758193934688,1.21154458484089e-06,0.000356678725777159,"Significant","Tissue enhanced: choroid plexus, fallopian tube, lung, salivary gland","Folate receptor alpha","Tissue_enhanced_choroid_plexus_fallopian_tube_lung_salivary_gland"
"4","GPC1","OID21438","P35052","Oncology","Timepoint",3,19.6918818178602,6.56396060595339,13.4581110767578,1.1306507946103e-06,0.000356678725777159,"Significant","Tissue enhanced: skin 1","Glypican-1","Tissue_enhanced_skin_1"
"5","SCARF2","OID21048","Q96GP6","Neurology","Timepoint",3,6.36256409725718,2.12085469908573,13.8631326159794,8.06673680886612e-07,0.000356678725777159,"Significant","Low tissue specificity","Scavenger receptor class F member 2","Low_tissue_specificity"
"6","CLSTN2","OID20664","Q9H4D0","Inflammation","Timepoint",3,14.1617730493831,4.72059101646105,12.5525016561846,2.44209072630823e-06,0.000386034856527065,"Significant","Group enriched: adipose tissue, brain, ovary","Calsyntenin-2","Group_enriched_adipose_tissue_brain_ovary"
"7","DSC2","OID21079","Q02487","Neurology","Timepoint",3,18.9840522973621,6.32801743245403,12.6475235694124,2.25027039675883e-06,0.000386034856527065,"Significant","Tissue enhanced: esophagus, vagina","Desmocollin-2","Tissue_enhanced_esophagus_vagina"
"8","FCER2","OID21133","P06734","Neurology","Timepoint",3,22.5894554619387,7.5298184873129,12.9844996697442,1.68685218924706e-06,0.000386034856527065,"Significant","Tissue enriched: lymphoid tissue","Low affinity immunoglobulin epsilon Fc receptor","Tissue_enriched_lymphoid_tissue"
"9","NEFL","OID20871","P07196","Neurology","Timepoint",3,49.9671729206667,16.6557243068889,12.3774364957449,2.84111632015652e-06,0.000386034856527065,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"10","PTN","OID20083","P21246","Cardiometabolic","Timepoint",3,164.19420228646,54.7314007621533,12.5744141110567,2.39640309393235e-06,0.000386034856527065,"Significant","Tissue enhanced: brain, parathyroid gland","Pleiotrophin","Tissue_enhanced_brain_parathyroid_gland"
"11","VTCN1","OID21164","Q7Z7D3","Oncology","Timepoint",3,3.76874319253448,1.25624773084483,12.3598501572891,2.88477134632997e-06,0.000386034856527065,"Significant","Tissue enhanced: breast, fallopian tube, pancreas","V-set domain-containing T-cell activation inhibitor 1","Tissue_enhanced_breast_fallopian_tube_pancreas"
"12","ALCAM","OID20273","Q13740","Cardiometabolic","Timepoint",3,3.09663280821504,1.03221093607168,11.8992978680655,4.31354460486718e-06,0.00050908083392423,"Significant","Tissue enriched: parathyroid gland","CD166 antigen","Tissue_enriched_parathyroid_gland"
"13","APOH","OID21072","P02749","Neurology","Timepoint",3,9.0799026233683,3.02663420778943,11.8342982064699,4.56769070581032e-06,0.00050908083392423,"Significant","Tissue enriched: liver","Beta-2-glycoprotein 1","Tissue_enriched_liver"
"14","COL6A3","OID20292","P12111","Cardiometabolic","Timepoint",3,37.0873177124099,12.36243923747,11.549255052168,5.87933028309232e-06,0.00050908083392423,"Significant","Tissue enhanced: smooth muscle","Collagen alpha-3(VI) chain","Tissue_enhanced_smooth_muscle"
"15","HYOU1","OID20300","Q9Y4L1","Cardiometabolic","Timepoint",3,8.02459877843726,2.67486625947909,11.7361169500208,4.98135382863706e-06,0.00050908083392423,"Significant","Tissue enhanced: liver","Hypoxia up-regulated protein 1","Tissue_enhanced_liver"
"16","ROBO2","OID21007","Q9HCK4","Neurology","Timepoint",3,2.28970342186638,0.763234473955459,11.596699019508,5.63653111970852e-06,0.00050908083392423,"Significant","Tissue enhanced: brain, retina","Roundabout homolog 2","Tissue_enhanced_brain_retina"
"17","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,63.4863515559253,21.1621171853084,11.6166480294272,5.53756323837961e-06,0.00050908083392423,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"18","NRP1","OID20390","O14786","Cardiometabolic","Timepoint",3,3.58528913560201,1.195096378534,11.2202610938972,7.89037412677587e-06,0.000645257261923005,"Significant","Low tissue specificity","Neuropilin-1","Low_tissue_specificity"
"19","SMOC1","OID21461","Q9H4F8","Oncology","Timepoint",3,74.876456827908,24.958818942636,11.0891820292268,8.87928124024329e-06,0.000687910630823059,"Significant","Tissue enhanced: brain, liver","SPARC-related modular calcium-binding protein 1","Tissue_enhanced_brain_liver"
"20","MFAP5","OID20239","Q13361","Cardiometabolic","Timepoint",3,11.841281335602,3.947093778534,10.8384984995949,1.11442315319092e-05,0.000781157562617637,"Significant","Tissue enhanced: endometrium 1","Microfibrillar-associated protein 5","Tissue_enhanced_endometrium_1"
"21","SFRP1","OID20984","Q8N474","Neurology","Timepoint",3,216.253193393771,72.0843977979235,10.8716278374307,1.08134539512284e-05,0.000781157562617637,"Significant","Tissue enhanced: breast, choroid plexus","Secreted frizzled-related protein 1","Tissue_enhanced_breast_choroid_plexus"
"22","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,20.9983713228544,6.99945710761813,10.7025027453136,1.26157544113379e-05,0.00084410865879497,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"23","SCARA5","OID21058","Q6ZMJ2","Neurology","Timepoint",3,14.6372160792304,4.87907202641012,10.6127056320126,1.36964609711197e-05,0.00087657350215166,"Significant","Tissue enhanced: urinary bladder","Scavenger receptor class A member 5","Tissue_enhanced_urinary_bladder"
"24","ADAM22","OID21001","Q9P0K1","Neurology","Timepoint",3,13.1448199767376,4.38160665891252,10.3823241293307,1.6930228264539e-05,0.000927355080688359,"Significant","Tissue enriched: brain","Disintegrin and metalloproteinase domain-containing protein 22","Tissue_enriched_brain"
